indicator,survey_id,survey_mid_calendar_quarter,area_id,restype,sex,age_group,n_cluster,n_obs,est,se,ci_l,ci_u
prev,MWI2004DHS,CY2004Q4,MWI_2_2,all,male,25-34,81,188,0.047879240410163865,0.014831256549138654,0.02589002870248955,0.0868788920949385
prev,MWI2004DHS,CY2004Q4,MWI_2_2,all,male,30-34,46,66,0.08852174498462301,0.03632040593028385,0.03863886369527381,0.19007121747401107
prev,MWI2004DHS,CY2004Q4,MWI_2_2,all,male,35-39,48,57,0.0757196455462982,0.03670678233821456,0.028471922226985504,0.18633481336108626
prev,MWI2004DHS,CY2004Q4,MWI_2_2,all,male,35-49,76,139,0.08016834695294048,0.022876368339332116,0.04529999034663292,0.13799620741840404
prev,MWI2004DHS,CY2004Q4,MWI_2_2,all,male,40-44,39,51,0.08453415037689892,0.04078374243959125,0.03182429711158301,0.20597315925932907
prev,MWI2004DHS,CY2004Q4,MWI_2_2,all,male,45-49,26,31,0.08266501398254836,0.04177020283329107,0.029705095221879106,0.20964426387259458
prev,MWI2004DHS,CY2004Q4,MWI_2_2,all,male,50-54,31,36,0.03182882676788848,0.031616035370862536,0.0043818158158590755,0.19715484645243386
prev,MWI2004DHS,CY2004Q4,MWI_2_2,all,female,15-19,72,121,0.01718359545613032,0.013189049300762938,0.0037692062589803877,0.07475656796289115
prev,MWI2004DHS,CY2004Q4,MWI_2_2,all,female,15-24,92,269,0.04146840152729283,0.014355955872985783,0.020870123849248218,0.08072062470692741
prev,MWI2004DHS,CY2004Q4,MWI_2_2,all,female,15-49,100,606,0.06368450984853576,0.011830528975387312,0.04407133267688421,0.09119350904365846
prev,MWI2004DHS,CY2004Q4,MWI_2_2,all,female,20-24,76,148,0.062169221465100254,0.019431981764959444,0.033344858678175396,0.11299763548249449
prev,MWI2004DHS,CY2004Q4,MWI_2_2,all,female,25-29,65,115,0.05489986316422079,0.02489804104542982,0.022176593863209172,0.12951335926776303
prev,MWI2004DHS,CY2004Q4,MWI_2_2,all,female,25-34,86,197,0.07064038179748867,0.023975300545866707,0.035823619373519223,0.1345724670541268
prev,MWI2004DHS,CY2004Q4,MWI_2_2,all,female,30-34,62,82,0.09494343584120431,0.036438419255147,0.043695038348957826,0.1940994048248072
prev,MWI2004DHS,CY2004Q4,MWI_2_2,all,female,35-39,45,61,0.1293071918918454,0.042571888783190195,0.06609945100777777,0.23758109566499452
prev,MWI2004DHS,CY2004Q4,MWI_2_2,all,female,35-49,72,140,0.09828912678339617,0.026343365293131124,0.05738102694426126,0.16330874160450723
prev,MWI2004DHS,CY2004Q4,MWI_2_2,all,female,40-44,36,47,0.08515321053668182,0.04989732050660926,0.02583912699691838,0.24621121635367926
prev,MWI2004DHS,CY2004Q4,MWI_2_2,all,female,45-49,28,32,0.05758371882042447,0.03353537476719,0.01787373731958332,0.17022591494479758
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,both,15-19,52,106,0.0048737727688680215,0.004931305980026105,6.671592109670563e-4,0.0346836306963593
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,both,15-24,73,232,0.02392542236437888,0.008176735245389066,0.012190267285557372,0.046426655499015874
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,both,15-49,82,661,0.07144087645568957,0.012725391785884164,0.050175886094089545,0.10076209121351705
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,both,20-24,59,126,0.039332698615536135,0.01398895756380044,0.01943244056218024,0.07799138346744279
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,both,25-29,64,117,0.04274448798078972,0.01534624880721074,0.020960686801632898,0.08519742838911422
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,both,25-34,73,231,0.09402837032278583,0.02175949914178175,0.05918663315422109,0.14619345936460526
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,both,30-34,55,114,0.14671721441007005,0.03915074767239144,0.08521445922614308,0.2409186824247158
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,both,35-39,44,68,0.10452156150838383,0.03888305210519507,0.049163279801063255,0.20854236039820764
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,both,35-49,69,198,0.09827496078625107,0.022881177109895925,0.06165235768125721,0.15310254357469574
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,both,40-44,48,80,0.13285853989510837,0.03792802268186899,0.07438745348315932,0.22606489822164758
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,both,45-49,35,50,0.041111491262939566,0.02064424282027139,0.015129183552676716,0.10687283026403856
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,male,15-19,28,48,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,male,15-24,47,94,0.0036932963255206785,0.0037482686884066714,5.031865453759021e-4,0.02657046267287166
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,male,15-49,79,294,0.07362044205278884,0.019535931357817046,0.04336412736663055,0.12228878105107512
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,male,20-24,35,46,0.007224894208070062,0.007346587952958548,9.76603854924681e-4,0.05139309065228499
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,male,25-29,47,57,0.025914127112128107,0.014075467460065086,0.008839879959993354,0.0735210480050413
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,male,25-34,60,109,0.11936894322427817,0.035570674558793695,0.06527547477902564,0.20829987724682195
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,male,30-34,37,52,0.23662406599717817,0.07150547311259008,0.12486447526989834,0.4024165731297221
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,male,35-39,28,35,0.1085902662304088,0.05226667363498194,0.04056214190535409,0.25981459337561413
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,male,35-49,57,91,0.08448451362860929,0.02859301185639185,0.04280043045207116,0.1599803459800768
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,male,40-44,26,31,0.07430262197052061,0.046004229783517835,0.021179582789497983,0.22943721435828332
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,male,45-49,21,25,0.058439123188931796,0.034311059584050875,0.01795586906960963,0.17402182526406507
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,male,50-54,11,17,0.03902830035076664,0.040410643707988365,0.004890968358220649,0.2512693462113622
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,female,15-19,41,58,0.009443337694394593,0.009531739303760937,0.0012921829259696426,0.06563329383701007
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,female,15-24,65,138,0.039992096169415216,0.014321896902102938,0.019658364714212326,0.07964932734884089
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,female,15-49,77,367,0.06925896984682432,0.01298247494196797,0.04774952788656988,0.09944577136540102
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,female,20-24,46,80,0.06157553707245937,0.023520196635680092,0.028700656777842365,0.1271761416804795
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,female,25-29,41,60,0.06595641829126973,0.029952076941652937,0.026508166290783234,0.15477620307912038
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,female,25-34,60,122,0.06569361298920606,0.021184496346006585,0.03451352362442406,0.1214975526898369
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,female,30-34,40,62,0.06547757923830926,0.02790763431086496,0.027862176463590987,0.14623660956501672
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,female,35-39,25,33,0.09804124006467246,0.04829645730669198,0.03592851086712075,0.2407216992462704
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,female,35-49,53,107,0.11398599062541623,0.03197085824963035,0.06469962951087133,0.19306718617815238
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,female,40-44,35,49,0.18080780941797076,0.05967496972790611,0.09107833636284189,0.32712235674564416
prev,MWI2004DHS,CY2004Q4,MWI_2_3,all,female,45-49,19,25,0.021125239555379004,0.021033616305069825,0.0029308917787557406,0.13677276743975159
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,both,15-19,125,312,0.034223465202888145,0.011782200824680997,0.017315367844839034,0.0665242726594392
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,both,15-24,151,642,0.10218891176362656,0.015219008945060175,0.07598038913505123,0.13610613022953186
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,both,15-49,161,1500,0.17238260910503903,0.013099964498210694,0.14819831102780726,0.1995887691343554
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,both,20-24,131,330,0.1712708450848211,0.023946383378327562,0.12928279402147855,0.22339690819031466
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,both,25-29,118,274,0.2439960810711285,0.03004033121575626,0.18998895853190828,0.3075268912842011
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,both,25-34,148,479,0.24148436573106696,0.022702408126464766,0.1998102913697967,0.2887142314287696
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,both,30-34,113,205,0.23829668965079082,0.03339638780308589,0.1790708035960548,0.30972063575926173
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,both,35-39,92,139,0.22401898370191317,0.0392347214504618,0.15646562938977832,0.31001905126114615
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,both,35-49,136,379,0.20431131388263302,0.022784736106967067,0.16324737852235144,0.2525865591570539
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,both,40-44,90,140,0.18634712950035393,0.03531282319297435,0.12670638419731198,0.2655252158135642
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,both,45-49,70,100,0.20272769154572015,0.04047524774845278,0.13468584218850715,0.29348506239148603
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,male,15-19,89,149,0.014294873303804592,0.010390653704846814,0.003406101317535455,0.057968577277481975
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,male,15-24,122,267,0.04297601996321113,0.014597733529311195,0.021906409298701718,0.08259906639006563
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,male,15-49,154,621,0.13103256583143552,0.016570056945765806,0.1018271361138818,0.16705651739413072
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,male,20-24,85,118,0.08266292987626281,0.030098837853190247,0.039746894609778496,0.16400272980025465
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,male,25-29,76,112,0.2225372304048291,0.05130869503316346,0.1379784134315658,0.3385641038350063
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,male,25-34,111,206,0.21085828069820434,0.03363955047320703,0.1523878214619056,0.2842402211865487
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,male,30-34,69,94,0.19726878988433166,0.04906269663163725,0.1180832749899781,0.3108394154441729
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,male,35-39,42,49,0.24622023985574956,0.07105911709244196,0.1336244006657693,0.4089127152123829
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,male,35-49,92,148,0.18032866150077134,0.03170071611762652,0.1262562109741212,0.25090887410423124
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,male,40-44,55,69,0.1275523449765724,0.03806761200197247,0.06957471930866431,0.22230032271700817
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,male,45-49,25,30,0.20286821110317174,0.07318232957748462,0.09488159389042698,0.38190013689497787
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,male,50-54,37,38,0.19887719376363544,0.07772491249464691,0.08710768418099442,0.3924129704241598
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,female,15-19,98,163,0.056393628510356605,0.021575938854364908,0.02628701872704615,0.11684375810700619
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,female,15-24,135,375,0.15208358800895694,0.02021044389024869,0.11654852380525135,0.19604881459986648
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,female,15-49,160,879,0.2068906644028632,0.01588176880120353,0.17748609743614807,0.23974680397350512
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,female,20-24,115,212,0.22717189438702964,0.0328432451257116,0.16924270774806952,0.2978210482186957
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,female,25-29,100,162,0.2611634981657128,0.041783215819118036,0.18780390349217965,0.3508018233363746
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,female,25-34,131,273,0.26780674965522033,0.029600572136067437,0.21388764690198786,0.3296189861444908
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,female,30-34,76,111,0.27689747244117663,0.04437562398594911,0.1987241494244511,0.3715624176268469
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,female,35-39,70,90,0.21059276759737652,0.03943737708241768,0.14352550906342654,0.29809195676793215
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,female,35-49,117,231,0.22328092641527522,0.02749772150816911,0.17401847682565028,0.28173228897171776
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,female,40-44,59,71,0.2587840319014466,0.057662420051810784,0.16226205037618657,0.3862498138624525
prev,MWI2004DHS,CY2004Q4,MWI_2_4,all,female,45-49,49,70,0.20264657106333822,0.04491253341043457,0.1284627004018124,0.3046929233991505
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,both,15-19,77,171,0.014421355470754842,0.008172438717003641,0.004718836739257162,0.04320740964702866
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,both,15-24,98,385,0.07267192247801155,0.012945663567777224,0.05103507461013214,0.10249120503833767
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,both,15-49,109,1016,0.17915748089019745,0.015490243710598584,0.15077769164584134,0.21154832448121502
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,both,20-24,87,214,0.11742872473689923,0.0231484970634728,0.07908978884743265,0.17090353567135086
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,both,25-29,88,216,0.18734591351473245,0.030356334616644845,0.13491971070152844,0.25415846650759016
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,both,25-34,103,399,0.23559058335509303,0.02995583642265112,0.18197418524249787,0.29922584406747393
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,both,30-34,86,183,0.2931118751752883,0.04085890238272093,0.21980225435083112,0.3789947946616789
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,both,35-39,61,104,0.2436951946117931,0.05114417569761146,0.1575723681172427,0.35694477237123756
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,both,35-49,85,232,0.2594655460730856,0.032627176629274834,0.20075808789279087,0.32828909355403063
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,both,40-44,52,73,0.34276041984637373,0.06628049768168245,0.226588364547205,0.4814192208684546
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,both,45-49,44,55,0.17872543926790554,0.06070636871311673,0.08821649776961016,0.3286262644846689
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,male,15-19,52,79,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,male,15-24,79,159,0.020543442096491747,0.012869920794565254,0.005951899762180893,0.06844421196205475
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,male,15-49,106,455,0.16895350365981712,0.021840640787398318,0.1303421907308079,0.216159701313349
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,male,20-24,54,80,0.03951702793100185,0.024774456321133113,0.01131751275352778,0.12882508008727006
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,male,25-29,58,93,0.1556840664878823,0.04330251528284738,0.08815525834032607,0.2601814171282478
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,male,25-34,83,185,0.20896018411653716,0.038711099309978986,0.14304647461194242,0.2947977656318803
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,male,30-34,60,92,0.26161653060780227,0.05438243139444079,0.169474611380269,0.3808807411355353
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,male,35-39,40,50,0.281710937218804,0.0776708279534469,0.1559980401367398,0.45421120181211017
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,male,35-49,67,111,0.31111345488624137,0.0516033642405847,0.21980048842909927,0.41994273584123104
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,male,40-44,35,44,0.4280253038628508,0.0887276715553043,0.2688935140828531,0.6035834612009934
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,male,45-49,15,17,0.12391261765262432,0.08832567010530605,0.027907274424588284,0.41066557164266343
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,male,50-54,14,17,0.11951974675237761,0.08378290073035433,0.027721996864817102,0.39256185581348024
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,female,15-19,58,92,0.02857224708419292,0.01614821132056445,0.009316324873498835,0.08424381455821676
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,female,15-24,87,226,0.11501211591798308,0.020376457455760527,0.08069758190938611,0.16135691694317167
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,female,15-49,105,561,0.18897507967041804,0.01703707824629689,0.15781753644104884,0.22464317343593362
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,female,20-24,73,134,0.17202523283011467,0.03518986525774547,0.11349008803687846,0.2521635878956811
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,female,25-29,71,123,0.21546438027356832,0.037230038880854105,0.15136077600796286,0.29720882037432905
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,female,25-34,88,214,0.263826287585471,0.0332748712637021,0.2039212946258215,0.3339470981227241
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,female,30-34,57,91,0.3344224580412268,0.056079758533454566,0.2346819338835294,0.4515426163230698
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,female,35-39,43,54,0.20475137093552595,0.05972216525407794,0.11147779368298172,0.345702729523187
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,female,35-49,70,121,0.20373155081948846,0.035284754844404825,0.14314198325218286,0.2815408794941276
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,female,40-44,26,29,0.19039777954411938,0.08023860564202576,0.07815686898251514,0.3947956117118098
prev,MWI2004DHS,CY2004Q4,MWI_2_5,all,female,45-49,34,38,0.2124766164986245,0.07505390086692522,0.10072650043079695,0.3939009463209954
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,both,15-19,4,13,0.07683414997027066,0.04756226886455491,0.02187259158931388,0.23650923105478186
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,both,15-24,5,25,0.04019670031853777,0.028961237559112805,0.009525477596697734,0.15424691005314667
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,both,15-49,5,65,0.08535273001188214,0.04277092788690385,0.030901792725715506,0.2145118548767701
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,both,20-24,4,12,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,both,25-29,3,9,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,both,25-34,5,21,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,both,30-34,4,12,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,both,35-39,5,9,0.34118203232166294,0.25174513010219873,0.05451883865995155,0.8230406320258509
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,both,35-49,5,19,0.240455195237842,0.13428893341593232,0.06969995080945349,0.5722253827174941
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,both,40-44,4,6,0.22758976920531987,0.21045706351144472,0.027426963887400825,0.7548181113185382
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,both,45-49,2,4,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,male,15-19,2,3,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,male,15-24,5,9,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,male,15-49,5,25,0.03866833186653983,0.030105132836869313,0.008157699381967125,0.164379732872744
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,male,20-24,4,6,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,male,25-29,2,4,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,male,25-34,5,11,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,male,30-34,4,7,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,male,35-39,2,2,0.5819086764707656,0.3450093273019266,0.07952646154645962,0.9573044066176283
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,male,35-49,3,5,0.2174277762109981,0.21005841671556455,0.024118825013575013,0.7574793115706185
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,male,40-44,2,3,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,male,50-54,2,4,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,female,15-19,3,10,0.10841336597202697,0.07727415240145619,0.024748462884355938,0.36814794138916773
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,female,15-24,4,16,0.07081873254171238,0.049346559726351,0.017225751859232086,0.2489188784581652
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,female,15-49,5,40,0.12030222886228294,0.06081529098198153,0.04245734683196779,0.296656140031964
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,female,20-24,3,6,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,female,25-29,3,5,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,female,25-34,4,10,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,female,30-34,3,5,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,female,35-39,5,7,0.27790281814121093,0.22642179069566604,0.04045219469058816,0.7784341787312528
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,female,35-49,5,14,0.2485617100480623,0.1151925248634528,0.08988243932364956,0.5255964299543329
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,female,40-44,3,3,0.42013540545573075,0.30449896951316974,0.058859091191900366,0.8935485292184703
prev,MWI2004DHS,CY2004Q4,MWI_3_1,all,female,45-49,2,4,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_3_10,all,both,15-19,17,51,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_3_10,all,both,15-24,17,106,0.02578189852385043,0.019190946479467518,0.005884771565771643,0.10579423073311865
prev,MWI2004DHS,CY2004Q4,MWI_3_10,all,both,15-49,17,228,0.03006504816845673,0.011497018555375917,0.01411088300646715,0.06290648280399386
prev,MWI2004DHS,CY2004Q4,MWI_3_10,all,both,20-24,13,55,0.04943999339143292,0.039112699439356066,0.01007577529702026,0.20997288205247647
prev,MWI2004DHS,CY2004Q4,MWI_3_10,all,both,25-29,17,51,0,0,NA,NA
prev,MWI2004DHS,CY2004Q4,MWI_3_10,all,both,25-34,17,73,0.02720717753150103,0.01833964626691177,0.007140537312073663,0.09809440419027039
prev,MWI2004DHS,CY2004Q4,MWI_3_10,all,both,30-34,12,22,0.09582880333114718,0.06860359637680719,0.021960599051064275,0.33345254503278
prev,MWI2004DHS,CY2004Q4,MWI_3_10,all,both,35-39,13,18,0.057125632839364913,0.05643103162183805,0.007712914129324804,0.32076816802867747
