area_id,area_name,sex,age_group,year,calendar_quarter,art_current,art_current_adjusted,art_adjustment_factor,art_new,vl_tested_12mos,vl_suppressed_12mos
MWI_2_2_demo,Central-East,both,Y015_999,2021,CY2021Q4,67706,65675,0.97,NA,NA,NA
MWI_2_2_demo,Central-East,both,Y015_999,2022,CY2022Q4,69978,67179,0.96,NA,NA,NA
MWI_2_2_demo,Central-East,both,Y015_999,2023,CY2023Q4,72138,68531,0.95,NA,NA,NA
MWI_2_3_demo,Central-West,both,Y000_014,2011,CY2011Q4,4107,4107,1,396,NA,NA
MWI_2_3_demo,Central-West,both,Y000_014,2012,CY2012Q4,4927,4927,1,279,NA,NA
MWI_2_3_demo,Central-West,both,Y000_014,2013,CY2013Q4,5697,5697,1,298,NA,NA
MWI_2_3_demo,Central-West,both,Y000_014,2014,CY2014Q4,6520,6520,1,333,NA,NA
MWI_2_3_demo,Central-West,both,Y000_014,2015,CY2015Q4,7211,7211,1,317,NA,NA
MWI_2_3_demo,Central-West,both,Y000_014,2016,CY2016Q4,8317,8317,1,415,1351,743
MWI_2_3_demo,Central-West,both,Y000_014,2017,CY2017Q4,9174,9174,1,375,1406,889
MWI_2_3_demo,Central-West,both,Y000_014,2018,CY2018Q4,9825,9825,1,377,7675,5032
MWI_2_3_demo,Central-West,both,Y000_014,2019,CY2019Q4,10224,10224,1,NA,5623,4208
MWI_2_3_demo,Central-West,both,Y000_014,2020,CY2020Q4,10682,10682,1,NA,NA,NA
MWI_2_3_demo,Central-West,both,Y000_014,2021,CY2021Q4,11124,11124,1,NA,NA,NA
MWI_2_3_demo,Central-West,both,Y000_014,2022,CY2022Q4,11539,11539,1,NA,NA,NA
MWI_2_3_demo,Central-West,both,Y000_014,2023,CY2023Q4,11795,11795,1,NA,NA,NA
MWI_2_3_demo,Central-West,both,Y015_999,2011,CY2011Q4,64335,64335,1,6217,NA,NA
MWI_2_3_demo,Central-West,both,Y015_999,2012,CY2012Q4,77175,77175,1,4357,NA,NA
MWI_2_3_demo,Central-West,both,Y015_999,2013,CY2013Q4,89256,89256,1,4675,NA,NA
MWI_2_3_demo,Central-West,both,Y015_999,2014,CY2014Q4,102160,102160,1,5231,NA,NA
MWI_2_3_demo,Central-West,both,Y015_999,2015,CY2015Q4,112966,112966,1,4978,NA,NA
MWI_2_3_demo,Central-West,both,Y015_999,2016,CY2016Q4,130296,130296,1,6475,14421,12920
MWI_2_3_demo,Central-West,both,Y015_999,2017,CY2017Q4,143722,143722,1,5900,17958,16525
MWI_2_3_demo,Central-West,both,Y015_999,2018,CY2018Q4,153920,153920,1,5902,117080,106262
MWI_2_3_demo,Central-West,both,Y015_999,2019,CY2019Q4,161791,160173,0.99,NA,95822,90971
MWI_2_3_demo,Central-West,both,Y015_999,2020,CY2020Q4,170760,167345,0.98,NA,NA,NA
MWI_2_3_demo,Central-West,both,Y015_999,2021,CY2021Q4,179676,174286,0.97,NA,NA,NA
MWI_2_3_demo,Central-West,both,Y015_999,2022,CY2022Q4,188328,180795,0.96,NA,NA,NA
MWI_2_3_demo,Central-West,both,Y015_999,2023,CY2023Q4,194521,184795,0.95,NA,NA,NA
MWI_2_4_demo,South-East,both,Y000_014,2011,CY2011Q4,4806,4806,1,627,NA,NA
MWI_2_4_demo,South-East,both,Y000_014,2012,CY2012Q4,6384,6384,1,463,NA,NA
MWI_2_4_demo,South-East,both,Y000_014,2013,CY2013Q4,7717,7717,1,440,NA,NA
MWI_2_4_demo,South-East,both,Y000_014,2014,CY2014Q4,9237,9237,1,482,NA,NA
MWI_2_4_demo,South-East,both,Y000_014,2015,CY2015Q4,10379,10379,1,431,NA,NA
MWI_2_4_demo,South-East,both,Y000_014,2016,CY2016Q4,11963,11963,1,535,2021,1095
MWI_2_4_demo,South-East,both,Y000_014,2017,CY2017Q4,13496,13496,1,578,2530,1442
MWI_2_4_demo,South-East,both,Y000_014,2018,CY2018Q4,14636,14636,1,510,12237,6888
MWI_2_4_demo,South-East,both,Y000_014,2019,CY2019Q4,15294,15294,1,NA,11155,8171
MWI_2_4_demo,South-East,both,Y000_014,2020,CY2020Q4,15662,15662,1,NA,NA,NA
MWI_2_4_demo,South-East,both,Y000_014,2021,CY2021Q4,16199,16199,1,NA,NA,NA
MWI_2_4_demo,South-East,both,Y000_014,2022,CY2022Q4,16681,16681,1,NA,NA,NA
MWI_2_4_demo,South-East,both,Y000_014,2023,CY2023Q4,16910,16910,1,NA,NA,NA
MWI_2_4_demo,South-East,both,Y015_999,2011,CY2011Q4,75287,75287,1,9832,NA,NA
MWI_2_4_demo,South-East,both,Y015_999,2012,CY2012Q4,100030,100030,1,7268,NA,NA
MWI_2_4_demo,South-East,both,Y015_999,2013,CY2013Q4,120891,120891,1,6893,NA,NA
MWI_2_4_demo,South-East,both,Y015_999,2014,CY2014Q4,144715,144715,1,7524,NA,NA
MWI_2_4_demo,South-East,both,Y015_999,2015,CY2015Q4,162602,162602,1,6744,NA,NA
MWI_2_4_demo,South-East,both,Y015_999,2016,CY2016Q4,187425,187425,1,8370,25747,23123
MWI_2_4_demo,South-East,both,Y015_999,2017,CY2017Q4,211438,211438,1,9060,25024,22923
MWI_2_4_demo,South-East,both,Y015_999,2018,CY2018Q4,229299,229299,1,7986,150871,135567
MWI_2_4_demo,South-East,both,Y015_999,2019,CY2019Q4,242031,239611,0.99,NA,155834,148367
MWI_2_4_demo,South-East,both,Y015_999,2020,CY2020Q4,250367,245360,0.98,NA,NA,NA
MWI_2_4_demo,South-East,both,Y015_999,2021,CY2021Q4,261603,253755,0.97,NA,NA,NA
MWI_2_4_demo,South-East,both,Y015_999,2022,CY2022Q4,272238,261348,0.96,NA,NA,NA
MWI_2_4_demo,South-East,both,Y015_999,2023,CY2023Q4,278868,264925,0.95,NA,NA,NA
MWI_2_5_demo,South-West,both,Y000_014,2011,CY2011Q4,6726,6726,1,728,NA,NA
MWI_2_5_demo,South-West,both,Y000_014,2012,CY2012Q4,8287,8287,1,455,NA,NA
MWI_2_5_demo,South-West,both,Y000_014,2013,CY2013Q4,9156,9156,1,420,NA,NA
MWI_2_5_demo,South-West,both,Y000_014,2014,CY2014Q4,10565,10565,1,473,NA,NA
MWI_2_5_demo,South-West,both,Y000_014,2015,CY2015Q4,11482,11482,1,439,NA,NA
MWI_2_5_demo,South-West,both,Y000_014,2016,CY2016Q4,12857,12857,1,547,1526,821
MWI_2_5_demo,South-West,both,Y000_014,2017,CY2017Q4,13938,13938,1,491,1886,1087
MWI_2_5_demo,South-West,both,Y000_014,2018,CY2018Q4,14952,14952,1,550,9398,5509
MWI_2_5_demo,South-West,both,Y000_014,2019,CY2019Q4,15426,15426,1,NA,8237,5841
MWI_2_5_demo,South-West,both,Y000_014,2020,CY2020Q4,16169,16169,1,NA,NA,NA
MWI_2_5_demo,South-West,both,Y000_014,2021,CY2021Q4,17120,17120,1,NA,NA,NA
MWI_2_5_demo,South-West,both,Y000_014,2022,CY2022Q4,17923,17923,1,NA,NA,NA
MWI_2_5_demo,South-West,both,Y000_014,2023,CY2023Q4,18333,18333,1,NA,NA,NA
MWI_2_5_demo,South-West,both,Y015_999,2011,CY2011Q4,105376,105376,1,11411,NA,NA
MWI_2_5_demo,South-West,both,Y015_999,2012,CY2012Q4,129808,129808,1,7120,NA,NA
MWI_2_5_demo,South-West,both,Y015_999,2013,CY2013Q4,143432,143432,1,6600,NA,NA
MWI_2_5_demo,South-West,both,Y015_999,2014,CY2014Q4,165526,165526,1,7404,NA,NA
MWI_2_5_demo,South-West,both,Y015_999,2015,CY2015Q4,179902,179902,1,6880,NA,NA
MWI_2_5_demo,South-West,both,Y015_999,2016,CY2016Q4,201428,201428,1,8558,21450,16661
MWI_2_5_demo,South-West,both,Y015_999,2017,CY2017Q4,218361,218361,1,7686,26894,24706
MWI_2_5_demo,South-West,both,Y015_999,2018,CY2018Q4,234272,234272,1,8609,148714,135361
MWI_2_5_demo,South-West,both,Y015_999,2019,CY2019Q4,244094,241653,0.99,NA,138216,130886
MWI_2_5_demo,South-West,both,Y015_999,2020,CY2020Q4,258490,253320,0.98,NA,NA,NA
MWI_2_5_demo,South-West,both,Y015_999,2021,CY2021Q4,276520,268224,0.97,NA,NA,NA
MWI_2_5_demo,South-West,both,Y015_999,2022,CY2022Q4,292511,280811,0.96,NA,NA,NA
MWI_2_5_demo,South-West,both,Y015_999,2023,CY2023Q4,302329,287213,0.95,NA,NA,NA
