iso3,area_id,map_level,map_name,map_id,map_source
GHA,GHA_1_7ki,4,Greater Accra Region,FW78Ou6KKFU,Datim
GHA,GHA_1_8ul,4,North East Region,GjRhc3dBQLs,Datim
GHA,GHA_1_9xt,4,Northern Region,s5jaAHfnfqL,Datim
GHA,GHA_1_10xy,4,Oti Region,JE6tZdbYGTd,Datim
GHA,GHA_1_11tg,4,Savannah Region,PVchTJXoxyp,Datim
GHA,GHA_1_12da,4,Upper East Region,bOhuUIHQFaW,Datim
GHA,GHA_1_13la,4,Upper West Region,qmO4XhUr5Sh,Datim
GHA,GHA_1_14qm,4,Volta Region,AP2ovCVE25H,Datim
GHA,GHA_1_15lb,4,Western North Region,vLwiWNngHVa,Datim
GHA,GHA_1_16lt,4,Western Region,tLIGKHiJJAj,Datim
GHA,GHA_2_128oi,5,Ablekuma Central,n1Am3nVWwDO,Datim
GHA,GHA_2_129zj,5,Ablekuma North,ZkJIHwUnrE3,Datim
GHA,GHA_2_130da,5,Ablekuma West,TWDsM7m9ud9,Datim
GHA,GHA_2_95vw,5,Abuakwa North,st0QNOPsyvP,Datim
GHA,GHA_2_73el,5,Abura Asebu Kwamankese,waF6uxCOn29,Datim
GHA,GHA_2_131qc,5,Accra Metro,Yb0CyMwuScE,Datim
GHA,GHA_2_96mn,5,Achiase,K6xoYrdpD0d,Datim
GHA,GHA_2_132kc,5,Ada East,f1tudOIC8Mw,Datim
GHA,GHA_2_133yr,5,Ada West,nFbaiDcLU0f,Datim
GHA,GHA_2_220kz,5,Adaklu,SHhWSzsvyAM,Datim
GHA,GHA_2_7ys,5,Adansi Akrofuom,kvhDxQ3rv71,Datim
GHA,GHA_2_8il,5,Adansi Asokwa,yESq2tcIkjG,Datim
GHA,GHA_2_9kn,5,Adansi North,XPfocNXxT1C,Datim
GHA,GHA_2_10rl,5,Adansi South,FnherguXYyF,Datim
GHA,GHA_2_134ad,5,Adentan,D7jMG2fyvRX,Datim
GHA,GHA_2_221eq,5,Afadjato South,yDJ4US7JbYq,Datim
GHA,GHA_2_11kd,5,Afigya-Kwabre North,wk1WUcFe9Ve,Datim
GHA,GHA_2_12la,5,Afigya Kwabre South,GWOjeAFn4JA,Datim
GHA,GHA_2_97br,5,Afram Plains South,cTJQplxxhsk,Datim
GHA,GHA_2_74bk,5,Agona East,kvdPyz6cmw0,Datim
GHA,GHA_2_75qm,5,Agona West,t1gmK7NKiUp,Datim
GHA,GHA_2_222ty,5,Agortime-Ziope,ZSuohFICpvk,Datim
GHA,GHA_2_13oz,5,Ahafo-Ano North,tg2242naMSg,Datim
GHA,GHA_2_14fh,5,Ahafo-Ano South East,S3erp6IBx6V,Datim
GHA,GHA_2_15xd,5,Ahafo Ano South West,CFE72dd2pSu,Datim
GHA,GHA_2_238nj,5,Ahanta West,sa9jhxnPbob,Datim
GHA,GHA_2_76ps,5,Ajumako-Enyan-Essiam,eppCkc8W5ST,Datim
GHA,GHA_2_223er,5,Akatsi North,Vz3iwp7mExH,Datim
GHA,GHA_2_224ay,5,Akatsi South,s1qkNROK1ap,Datim
GHA,GHA_2_98we,5,Akuapim North,ZhJi6LAMcsn,Datim
GHA,GHA_2_99uj,5,Akuapim South,JkQSgbFSbae,Datim
GHA,GHA_2_100xh,5,Akyemansa,YANR0GJFOyw,Datim
GHA,GHA_2_16mv,5,Amansie Central,wsl8XDWIV6l,Datim
GHA,GHA_2_17kb,5,Amansie South,sfiPiyHgDXv,Datim
GHA,GHA_2_18oy,5,Amansie West,QBdyh3KtQBY,Datim
GHA,GHA_2_225su,5,Anloga,y99tfBZrNGT,Datim
GHA,GHA_2_252lv,5,Aowin,fNkWZbs4vdL,Datim
GHA,GHA_2_19uk,5,Asante Akim Central,LOxuM1TyMNK,Datim
GHA,GHA_2_20vi,5,Asante Akim North,xAalmDkY2RT,Datim
GHA,GHA_2_21po,5,Asante Akim South,hLI0kbCLZ7R,Datim
GHA,GHA_2_22ba,5,Asante Mampong,qYwDhwyqCaV,Datim
GHA,GHA_2_101mm,5,Asene Manso Akroso,UW0L10Q4ReK,Datim
GHA,GHA_2_135xf,5,Ashaiman,VqYQFdf4H2e,Datim
GHA,GHA_2_77rh,5,Asikuma-Odoben-Brakwa,ZGGEiRcu5nw,Datim
GHA,GHA_2_23vb,5,Asokore Mampong,t1Jp0nIXbOS,Datim
GHA,GHA_2_24nh,5,Asokwa,m28NEDwu9ZJ,Datim
GHA,GHA_2_78lo,5,Assin Foso,iBp0bH990h0,Datim
GHA,GHA_2_79yx,5,Assin North,m4VLtEad4rJ,Datim
GHA,GHA_2_80gt,5,Assin South,junBOEn5MP3,Datim
GHA,GHA_2_1rw,5,Asunafo North,ug533fOLevW,Datim
GHA,GHA_2_2ya,5,Asunafo South,DN36MEMarn5,Datim
GHA,GHA_2_102jl,5,Asuogyaman,vC7z06YS9Nh,Datim
GHA,GHA_2_3kh,5,Asutifi North,cstVOCO36Jo,Datim
GHA,GHA_2_4py,5,Asutifi South,HOlZqvciO0D,Datim
GHA,GHA_2_62wl,5,Atebubu-Amanten,oTmisTekxqj,Datim
GHA,GHA_2_103fq,5,Atiwa,wJyGAyrWTL6,Datim
GHA,GHA_2_104wu,5,Atiwa West,SHoTNl17Kj8,Datim
GHA,GHA_2_25om,5,Atwima Kwanwoma,mWNFkLAbQk0,Datim
GHA,GHA_2_26yn,5,Atwima Mponua,CpUwwBgrxJn,Datim
GHA,GHA_2_27yf,5,Atwima Nwabiagya,SUYyDXUT4nZ,Datim
GHA,GHA_2_28fq,5,Atwima Nwabiagya North,xJZVpJRq2U8,Datim
GHA,GHA_2_81zw,5,Awutu Senya,iaiIy1BQnIM,Datim
GHA,GHA_2_82ql,5,Awutu Senya East,HDPnDSxuxqN,Datim
GHA,GHA_2_136ug,5,Ayawaso Central,TYCmtsJGDMc,Datim
GHA,GHA_2_137ww,5,Ayawaso East,mvCKthpQLNl,Datim
GHA,GHA_2_138vm,5,Ayawaso North,qj1Tj9uNwv0,Datim
GHA,GHA_2_139xz,5,Ayawaso West,RhmMrN4j41w,Datim
GHA,GHA_2_105ph,5,Ayensuano,NakVrMoevQP,Datim
GHA,GHA_2_50ok,5,Banda,BzqDIALYiCa,Datim
GHA,GHA_2_194yq,5,Bawku,QERjXgrnrLe,Datim
GHA,GHA_2_195yx,5,Bawku West,MHF18AsEbBR,Datim
GHA,GHA_2_29op,5,Bekwai Municipal,VNYVBpMkScZ,Datim
GHA,GHA_2_51wi,5,Berekum Municipal,FXZMO37MRGc,Datim
GHA,GHA_2_52xe,5,Berekum West,YKWlW1MvpUe,Datim
GHA,GHA_2_253up,5,Bia East,evTXIwqlgok,Datim
GHA,GHA_2_254nd,5,Bia West,ybZB41NnUrI,Datim
GHA,GHA_2_179hm,5,Biakoye,EcpUbMMg6YI,Datim
GHA,GHA_2_255lt,5,Bibiani-Anhwiaso-Bekwai,eu7N7BOz6sX,Datim
GHA,GHA_2_196lq,5,Binduri,NXrQcoUWTIM,Datim
GHA,GHA_2_106um,5,Birim Central,P8S0lR0nyqG,Datim
GHA,GHA_2_107bu,5,Birim North,ODmQzDmGJmu,Datim
GHA,GHA_2_108fc,5,Birim South,lr7NZNLnXLw,Datim
GHA,GHA_2_256bl,5,Bodi,V1RTQuHZv6A,Datim
GHA,GHA_2_187fp,5,Bole,LJdC5ZN2696,Datim
GHA,GHA_2_197rs,5,Bolgatanga East,APLllSic1Vm,Datim
GHA,GHA_2_198nw,5,Bolgatanga Municipal,SNxz3abUIj7,Datim
GHA,GHA_2_199zd,5,Bongo,EFinURwMeDU,Datim
GHA,GHA_2_30qs,5,Bosome Freho,chcxpkyokPB,Datim
GHA,GHA_2_31ng,5,Bosomtwi,ZnSs7h3WCNe,Datim
GHA,GHA_2_200ot,5,Builsa North,zep6W8NtEWw,Datim
GHA,GHA_2_201oj,5,Builsa South,pc78djQ9s1A,Datim
GHA,GHA_2_157nk,5,Bunkpurugu-Nakpanduri,ADQncQC2Np8,Datim
GHA,GHA_2_83tw,5,Cape Coast,PO8KRypFqWR,Datim
GHA,GHA_2_188gm,5,Central Gonja,FsMg5n3Ohy2,Datim
GHA,GHA_2_226lw,5,Central Tongu,L1b0JPvOM3D,Datim
GHA,GHA_2_158fr,5,Chereponi,qJEeft5AoU0,Datim
GHA,GHA_2_209nt,5,Daffiama-Bussie-Issa,JW7srrWUbmp,Datim
GHA,GHA_2_109bi,5,Denkyembour,U35PF33XOSY,Datim
GHA,GHA_2_53dx,5,Dormaa East,JBrJZqx0Rpy,Datim
GHA,GHA_2_54fx,5,Dormaa Municipal,LaCXB6goBNr,Datim
GHA,GHA_2_55xk,5,Dormaa West,gHy8tYYBKwc,Datim
GHA,GHA_2_110wm,5,East Akim - Abuakwa South,AAYCLOJu6mw,Datim
GHA,GHA_2_189cf,5,East Gonja,IQ7lJtBREtk,Datim
GHA,GHA_2_159zh,5,East Mamprusi,il7PdwuKe5o,Datim
GHA,GHA_2_239pt,5,Effia-Kwesimintsim,VYb2AAqZeF1,Datim
GHA,GHA_2_84ye,5,Effutu,bShonmkBGYD,Datim
GHA,GHA_2_32wh,5,Ejisu,PHV0K07H2FM,Datim
GHA,GHA_2_33zl,5,Ejura-Sekyedumase,TcWFlfbo2Uv,Datim
GHA,GHA_2_85qq,5,Ekumfi,dexCSK4SJbE,Datim
GHA,GHA_2_240hw,5,Ellembele,hp6AAOGZHde,Datim
GHA,GHA_2_111tr,5,Fanteakwa North,iBARA7PXmRr,Datim
GHA,GHA_2_112lw,5,Fanteakwa South,g0jEcbi8qkm,Datim
GHA,GHA_2_140fs,5,Ga Central,yBL1SwSWGjR,Datim
GHA,GHA_2_141xf,5,Ga East,hj9rijhWNuv,Datim
GHA,GHA_2_142bj,5,Ga North,srI30hzHbha,Datim
GHA,GHA_2_143sd,5,Ga South,lvwZsseSb7x,Datim
GHA,GHA_2_144az,5,Ga West,Sm7BLYzUlhh,Datim
GHA,GHA_2_202of,5,Garu,WWSBYke7ZLj,Datim
GHA,GHA_2_86dk,5,Gomoa Central,FnfueAtLJJN,Datim
GHA,GHA_2_87td,5,Gomoa East,y5Y7gV8h7R9,Datim
GHA,GHA_2_88he,5,Gomoa West,bFg4JIz04H8,Datim
GHA,GHA_2_163mo,5,Gushiegu,MppmIIBjxdM,Datim
GHA,GHA_2_227ij,5,Ho,kSv6PGNIAgu,Datim
GHA,GHA_2_228xh,5,Ho West,dOEDyNhqHjN,Datim
GHA,GHA_2_229qb,5,Hohoe,KtrynPLZott,Datim
GHA,GHA_2_56ee,5,Jaman North,wa27pIuCADS,Datim
GHA,GHA_2_57fn,5,Jaman South,YUODt6FjyKO,Datim
GHA,GHA_2_180re,5,Jasikan,FC0jeGdIsBS,Datim
GHA,GHA_2_210un,5,Jirapa,brQzWxwwo8f,Datim
GHA,GHA_2_241vt,5,Jomoro,dASd72VnJPh,Datim
GHA,GHA_2_34oj,5,Juaben,QqC0ViUe1ys,Datim
GHA,GHA_2_257wv,5,Juaboso,nZfPo3mvwQq,Datim
GHA,GHA_2_181jb,5,Kadjebi,QBMZ6WPpD8e,Datim
GHA,GHA_2_164yd,5,Karaga,NgdAGyFtwh8,Datim
GHA,GHA_2_203yl,5,Kassena Nankena,hiSuBt0t8kq,Datim
GHA,GHA_2_204cz,5,Kasena-Nankana West,rW8VAKSgF07,Datim
GHA,GHA_2_230yh,5,Keta,G5pet3iHkdZ,Datim
GHA,GHA_2_231oq,5,Ketu North,MozR5tABNeD,Datim
GHA,GHA_2_232nw,5,Ketu South,SRebLmh9NoB,Datim
GHA,GHA_2_63yr,5,Kintampo North,gaLfqCeZydm,Datim
GHA,GHA_2_64oq,5,Kintampo South,KHtmEaz2wiI,Datim
GHA,GHA_2_89da,5,Komenda-Edina-Eguafo-Abrem,BfKBcS4MBVu,Datim
GHA,GHA_2_145fe,5,Korle-Klottey,dwEOl8DbsWx,Datim
GHA,GHA_2_165zz,5,Kpandai,vpvxubMqoiO,Datim
GHA,GHA_2_233sj,5,Kpando,PMwMm6qMzvd,Datim
GHA,GHA_2_146sx,5,Kpone Katamanso,s0DkNlHN5wC,Datim
GHA,GHA_2_182ta,5,Krachi East,EmGn2zD0jOq,Datim
GHA,GHA_2_183lz,5,Krachi Nchumuru,ol3jaEDwyXA,Datim
GHA,GHA_2_184tq,5,Krachi West,ntIKLnpXGOO,Datim
GHA,GHA_2_147ap,5,Krowor,QRILScZBOvG,Datim
GHA,GHA_2_35us,5,Kumasi,wuocP5rqcwE,Datim
GHA,GHA_2_166nm,5,Kumbungu,FnsjINaaaVk,Datim
GHA,GHA_2_36px,5,Kwabre East,gUrPaVYxJec,Datim
GHA,GHA_2_37fs,5,Kwadaso,W5obbNEZjFO,Datim
GHA,GHA_2_113zw,5,Kwaebibirem,rDxqqCmg4hJ,Datim
GHA,GHA_2_114uq,5,Kwahu East,Y1FpPcv1IgT,Datim
GHA,GHA_2_115gw,5,Kwahu North,nQvTGfdb636,Datim
GHA,GHA_2_116uy,5,Kwahu South,J6VS1w1lyHv,Datim
GHA,GHA_2_117qt,5,Kwahu West,t79bTQVrD0k,Datim
GHA,GHA_2_148ot,5,La Dadekotopon,N4NfZi7gFkJ,Datim
GHA,GHA_2_149uh,5,La Nkwantanan Madina,YdBItYPG5fx,Datim
GHA,GHA_2_211nb,5,Lambussie,sDeXocshMr7,Datim
GHA,GHA_2_212zb,5,Lawra,WTLGo8Hy4Bh,Datim
GHA,GHA_2_150zu,5,Ledzokuku,CH0tqLOk2jH,Datim
GHA,GHA_2_118gs,5,Lower Manya-Krobo,tkCsZFNE6xZ,Datim
GHA,GHA_2_160ci,5,Mamprugu-Moagduri,WRLsCzI2tjI,Datim
GHA,GHA_2_90my,5,Mfantsiman,pUDPBhA9WT6,Datim
GHA,GHA_2_167tl,5,Mion,mRa9X5Hy8T2,Datim
GHA,GHA_2_242gb,5,Mpohor,LvEUM36Galx,Datim
GHA,GHA_2_205pd,5,Nabdam,ZB1ay9EbHmR,Datim
GHA,GHA_2_213rj,5,Nadowli-Kaleo,ovjfRkibQIT,Datim
GHA,GHA_2_214yz,5,Nandom,ELWLgRTBu4Y,Datim
GHA,GHA_2_168gf,5,Nanton,D8d4RqQFJk3,Datim
GHA,GHA_2_169rs,5,Nanumba North,jEoUxureXA0,Datim
GHA,GHA_2_170wm,5,Nanumba South,JtGSOpPtnoO,Datim
GHA,GHA_2_119mb,5,New Juabeng North,S6acB7Gm4Uw,Datim
GHA,GHA_2_120hg,5,New Juaben South,S4tuSgAramn,Datim
GHA,GHA_2_151uq,5,Ningo Prampram,Z4puJ6xzTDV,Datim
GHA,GHA_2_65ok,5,Nkoranza North,UvOxqsUTId5,Datim
GHA,GHA_2_66sb,5,Nkoranza  South,pBg64vO2AjC,Datim
GHA,GHA_2_185jy,5,Nkwanta North,uByD65B5por,Datim
GHA,GHA_2_186oq,5,Nkwanta South,hR3IHvXLtw9,Datim
GHA,GHA_2_234wn,5,North Dayi,S3SiKUA4lXU,Datim
GHA,GHA_2_190ap,5,North Gonja,noi9TwmhOLX,Datim
GHA,GHA_2_235mn,5,North Tongu,eywLfRqhYe6,Datim
GHA,GHA_2_191ec,5,North East Gonja,h6qXhVZGYM9,Datim
GHA,GHA_2_121zq,5,Nsawam Adoagyiri,GuJVSPxa7XY,Datim
GHA,GHA_2_243ey,5,Nzema East,PQTD6ghAb7f,Datim
GHA,GHA_2_38eg,5,Obuasi,g43oZxaBwWz,Datim
GHA,GHA_2_39xy,5,Obuasi East,OaE8ELhkwBl,Datim
GHA,GHA_2_40bf,5,Offinso,dIQ7xfetnn3,Datim
GHA,GHA_2_41fs,5,Offinso North,L0u0dgxFcoX,Datim
GHA,GHA_2_42dw,5,Oforikrom,awzXTO6Z7zM,Datim
GHA,GHA_2_152jh,5,Okai Koi North,nKrePdz2xuC,Datim
GHA,GHA_2_122qi,5,Okere,Ej9vgSHlblv,Datim
GHA,GHA_2_43pu,5,Old Tafo,skThz5eGWxV,Datim
GHA,GHA_2_244tv,5,Prestea-Huni Valley,sHqutkoLysi,Datim
GHA,GHA_2_67qi,5,Pru,Wj6tg8G4q81,Datim
GHA,GHA_2_68zd,5,Pru West,bmjwONKIVze,Datim
GHA,GHA_2_206oy,5,Pusiga,EMwEWdFtBK7,Datim
GHA,GHA_2_171nv,5,Saboba,J9nZjLGo5Wj,Datim
GHA,GHA_2_172fx,5,Sagnarigu,Zlms7s1qBtm,Datim
GHA,GHA_2_173bk,5,Savelugu,OWyCWLqXccf,Datim
GHA,GHA_2_192vs,5,Sawla-Tuna-Kalba,n1A6cTx3yfH,Datim
GHA,GHA_2_258wy,5,Sefwi-Akontombra,ZeLOIyOxNMC,Datim
GHA,GHA_2_259id,5,Sefwi-Wiawso,rbw3CnvEij2,Datim
GHA,GHA_2_245yu,5,Sekondi Takoradi,PkMWvz5RuBJ,Datim
GHA,GHA_2_44gq,5,Sekyere Afram Plains,TzPzF7DABvm,Datim
GHA,GHA_2_45al,5,Sekyere Central,hYCjomAev7P,Datim
GHA,GHA_2_46ho,5,Sekyere East,J2kaNstR3FY,Datim
GHA,GHA_2_47xy,5,Sekyere Kumawu,B879bBvViat,Datim
GHA,GHA_2_48fk,5,Sekyere South,zNx28ZerUc4,Datim
GHA,GHA_2_69ic,5,Sene East,Uumchn5aHm6,Datim
GHA,GHA_2_70kv,5,Sene West,QkLMVZzwGec,Datim
GHA,GHA_2_153xq,5,Shai Osudoku,R4i8b9khNsW,Datim
GHA,GHA_2_246ls,5,Shama,xgANiKHEBHU,Datim
GHA,GHA_2_215jx,5,Sissala East,QacwqcOV2ZM,Datim
GHA,GHA_2_216zz,5,Sissala West,t8Gb9bTW6IU,Datim
GHA,GHA_2_236ni,5,South Dayi,wMobcNrSYXy,Datim
GHA,GHA_2_237in,5,South Tongu,kLchyD0tsN2,Datim
GHA,GHA_2_260kk,5,Suaman,TLyVFdlYgHu,Datim
GHA,GHA_2_49am,5,Suame,D0waaXKqldS,Datim
GHA,GHA_2_123de,5,Suhum,B4ivfuSLlBm,Datim
GHA,GHA_2_58ju,5,Sunyani Municipal,rvKwvAFACQD,Datim
GHA,GHA_2_59bd,5,Sunyani West,Tkp4bFs9Itt,Datim
GHA,GHA_2_60ld,5,Tain,dXzCOeo5YRR,Datim
GHA,GHA_2_207og,5,Talensi,w1GbBoO05zg,Datim
GHA,GHA_2_174bk,5,Tamale,UUKQGiE9iiK,Datim
GHA,GHA_2_5wp,5,Tano North,UFRAY5cq9rC,Datim
GHA,GHA_2_6ih,5,Tano South,jcEEoIwH4TK,Datim
GHA,GHA_2_247ze,5,Tarkwa-Nsueam,H75KCQrm07K,Datim
GHA,GHA_2_175vf,5,Tatale-Sangule,Suffme9FrNH,Datim
GHA,GHA_2_71nq,5,Techiman Municipal,qZ1nNbKvWgH,Datim
GHA,GHA_2_72mn,5,Techiman North,gmDHqPPR3jj,Datim
GHA,GHA_2_154hc,5,Tema,DZQQk8pntpD,Datim
GHA,GHA_2_155pw,5,Tema West,RM1Ihj3ae3w,Datim
GHA,GHA_2_208ts,5,Tempane,nR4lpXaer0A,Datim
GHA,GHA_2_176jg,5,Tolon,UN4QDMcH23J,Datim
GHA,GHA_2_91fh,5,Twifo Ati-Mokwa,qSi7luoQKy8,Datim
GHA,GHA_2_92cs,5,Twifo-Hemang Lower Denkyira,Wk2T019e7iO,Datim
GHA,GHA_2_93ip,5,Upper Denkyira East,JqdkdWrplIr,Datim
GHA,GHA_2_94oi,5,Upper Denkyira West,c86Ih95bjhq,Datim
GHA,GHA_2_124tt,5,Upper Manya-Krobo,EqgptJWxwEv,Datim
GHA,GHA_2_125cb,5,Upper West Akim,yt0yBMiwdFh,Datim
GHA,GHA_2_217rm,5,Wa East,cZSPo4wlNtZ,Datim
GHA,GHA_2_218iv,5,Wa Municipal,SkZsFL2pGKt,Datim
GHA,GHA_2_219iw,5,Wa West,qPbikO234Nc,Datim
GHA,GHA_2_248qd,5,Wassa Amenfi Central,Vi2MJdML7sN,Datim
GHA,GHA_2_249jn,5,Wassa Amenfi East,ayclR3WPTD7,Datim
GHA,GHA_2_250rg,5,Wassa Amenfi West,B0qI4RYtgB5,Datim
GHA,GHA_2_251fp,5,Wassa East,Sy923O3IoFO,Datim
GHA,GHA_2_156si,5,Weija-Gbawe,Vo4suK5BEOT,Datim
GHA,GHA_2_61fi,5,Wenchi,n0XUcNIvXEG,Datim
GHA,GHA_2_126ym,5,West Akim,YgLttd6Q0Di,Datim
GHA,GHA_2_193bk,5,West Gonja,ldfg1ERXsvP,Datim
GHA,GHA_2_161xp,5,West Mamprusi,dEdbsALGqws,Datim
GHA,GHA_2_177hp,5,Yendi,kJRnwdWsf8c,Datim
GHA,GHA_2_127hw,5,Yilo-Krobo,xHBIYZbTvJG,Datim
GHA,GHA_2_162cq,5,Yunyoo-Nasuan,XPLb8QeAjXN,Datim
GHA,GHA_2_178nh,5,Zabzugu,TmlvkDvFJsr,Datim
GHA,GHA_2_261ga,5,Guan,,Datim
HTI,HTI,0,Haiti,JTypsdEUNPw,Datim
HTI,HTI_1_6hs,1,Nord-Est,PplaGqQY6em,Datim
HTI,HTI_1_5cf,1,Nord,x3Jtz1p08DG,Datim
HTI,HTI_1_9qz,1,Sud,uKnSONcq5z2,Datim
HTI,HTI_1_8rs,1,Ouest,LefKJliT7Um,Datim
HTI,HTI_1_1as,1,Artibonite,R1TD9cLgVJC,Datim
HTI,HTI_1_4pn,1,Nippes,H6NcMrB8ch1,Datim
HTI,HTI_1_7kq,1,Nord-Ouest,Tx7mEkhSvGY,Datim
HTI,HTI_1_10lw,1,Sud-Est,lYnn6SJIRpE,Datim
HTI,HTI_1_3he,1,Grande-Anse,DRiysZWQJ57,Datim
HTI,HTI_1_2wp,1,Centre,yyFZmLNIBaZ,Datim
HTI,HTI_2_1nl,2,Acul-du-Nord,g9tvk3Npz0O,Datim
HTI,HTI_2_2ya,2,Anse D'Hainault,wzBlWonPLOp,Datim
HTI,HTI_2_3ol,2,Anse-à-Veau,XXuTiMjae3r,Datim
HTI,HTI_2_4ay,2,Aquin,FkNledXu7r1,Datim
HTI,HTI_2_5qk,2,Arcahaie,J1MwQjUBRbm,Datim
HTI,HTI_2_6xt,2,Bainet,OVaSeUQBtTW,Datim
HTI,HTI_2_7zn,2,Baradères,ORcK4G6C93r,Datim
HTI,HTI_2_8pl,2,Belle-Anse,TBmZNayISPQ,Datim
HTI,HTI_2_9my,2,Borgne,x83C9cH5sOZ,Datim
HTI,HTI_2_10ap,2,Cap-Haïtien,JVXPyu8T2fO,Datim
HTI,HTI_2_11ax,2,Cayes,Se7nBqbicpl,Datim
HTI,HTI_2_12xi,2,Cerca-la-Source,FXlLvz2pJaT,Datim
HTI,HTI_2_13kb,2,Chardonnières,mLFKTGjlEg1,Datim
HTI,HTI_2_14rd,2,Corail,NsradCS3NV6,Datim
HTI,HTI_2_15gu,2,C�teaux,,Datim
HTI,HTI_2_16dp,2,Croix-des-Bouquets,X1q3hSFTVw4,Datim
HTI,HTI_2_17in,2,Dessalines,lDgHhlAPrbI,Datim
HTI,HTI_2_18ls,2,Fort-Liberté,prA0IseYHWD,Datim
HTI,HTI_2_19tk,2,Gonaïves,xBsmGxPgQaw,Datim
HTI,HTI_2_20tz,2,Grande-Rivière-du-Nord,fXIAya9MTsp,Datim
HTI,HTI_2_21nj,2,Gros-Morne,qOD764n5tgj,Datim
HTI,HTI_2_22ru,2,Hinche,bUF2WipYIQn,Datim
HTI,HTI_2_23ak,2,Jacmel,luDmlKf3eTO,Datim
HTI,HTI_2_24bc,2,Jérémie,lqOb8ytz3VU,Datim
HTI,HTI_2_25mr,2,La Gonâve,aIbf3wlRYB1,Datim
HTI,HTI_2_26qb,2,Lascahobas,aU0BjX9vsGL,Datim
HTI,HTI_2_27hv,2,Léogâne,nbvAsGLaXdk,Datim
HTI,HTI_2_28hc,2,Limbé,rrAWd6oORtj,Datim
HTI,HTI_2_29zc,2,Marmelade,XTsaMgdocDI,Datim
HTI,HTI_2_30jx,2,Miragoâne,Y0udgSlBzfb,Datim
HTI,HTI_2_31im,2,Mirebalais,rvWifPpyaKu,Datim
HTI,HTI_2_32bc,2,Môle-Saint-Nicolas,c0oeZEJ8qXk,Datim
HTI,HTI_2_33xq,2,Ouanaminthe,lpvqRE7A04P,Datim
HTI,HTI_2_34jw,2,Plaisance,IYAMmLveW4i,Datim
HTI,HTI_2_35ub,2,Port-au-Prince,C4PnwquCK8U,Datim
HTI,HTI_2_36nh,2,Port-de-Paix,cfJiyXa87Ex,Datim
HTI,HTI_2_37vr,2,Port-Salut,zSc0ERG1CdL,Datim
HTI,HTI_2_38xw,2,Saint-Louis-du-Nord,bbnjoGJ5I7l,Datim
HTI,HTI_2_39nq,2,Saint-Marc,A4RKAXHmMJz,Datim
HTI,HTI_2_40sm,2,Saint-Raphaël,R2NsUDhdF8x,Datim
HTI,HTI_2_41ar,2,Trou-du-Nord,UPRsMongHVh,Datim
HTI,HTI_2_42gd,2,Vallières,ONUWhpgEbVk,Datim
KEN,KEN,0,Kenya,HfVjCurKxh2,Datim
KEN,KEN_2_30,1,Baringo County,Tbq3JMDALZt,Datim
KEN,KEN_2_36,1,Bomet County,sphpbVxO6pn,Datim
KEN,KEN_2_39,1,Bungoma County,A1gVLZ5bHiS,Datim
KEN,KEN_2_40,1,Busia County,VljEgS6qanC,Datim
KEN,KEN_2_28,1,Elgeyo-Marakwet County,kaVgIVGXcf7,Datim
KEN,KEN_2_14,1,Embu County,h8m60u0XlJf,Datim
KEN,KEN_2_07,1,Garissa County,qIpTCaEVo8q,Datim
KEN,KEN_2_43,1,Homa Bay County,gbepWpyaGdj,Datim
KEN,KEN_2_11,1,Isiolo County,WdtNaOc3FbT,Datim
KEN,KEN_2_34,1,Kajiado County,iO2edHMzzoa,Datim
KEN,KEN_2_37,1,Kakamega County,M0xXLu8QbHW,Datim
KEN,KEN_2_35,1,Kericho County,soCirDJfP4S,Datim
KEN,KEN_2_22,1,Kiambu County,A0BC4zSGPwM,Datim
KEN,KEN_2_03,1,Kilifi County,ZIMjWiBet30,Datim
KEN,KEN_2_20,1,Kirinyaga County,gn42ZCLVhzf,Datim
KEN,KEN_2_45,1,Kisii County,OCzaanZX0v0,Datim
KEN,KEN_2_42,1,Kisumu County,RP2cXnuZq8a,Datim
KEN,KEN_2_15,1,Kitui County,zF5mSLNG4Cl,Datim
KEN,KEN_2_02,1,Kwale County,yBnmZCQmDeX,Datim
KEN,KEN_2_31,1,Laikipia County,OYaCYF6BNST,Datim
KEN,KEN_2_05,1,Lamu County,Nx2P930hOHB,Datim
KEN,KEN_2_16,1,Machakos County,XFTvFUirnjA,Datim
KEN,KEN_2_17,1,Makueni County,M5TOiiYVWwN,Datim
KEN,KEN_2_09,1,Mandera County,inIsXJ57Si9,Datim
KEN,KEN_2_10,1,Marsabit County,UHkc4iGio0L,Datim
KEN,KEN_2_12,1,Meru County,xy2ubunOGVi,Datim
KEN,KEN_2_44,1,Migori County,H9vJQr39c4B,Datim
KEN,KEN_2_01,1,Mombasa County,S0nWEBcp4qo,Datim
KEN,KEN_2_21,1,Muranga County,SeUHzwEWOUn,Datim
KEN,KEN_2_47,1,Nairobi County,DW4iKNGrY42,Datim
KEN,KEN_2_32,1,Nakuru County,ZFzQpYAw1RT,Datim
KEN,KEN_2_29,1,Nandi County,y20aapE6KYr,Datim
KEN,KEN_2_33,1,Narok County,IBZqPDOCobI,Datim
KEN,KEN_2_46,1,Nyamira County,sXq9qYR3Q3K,Datim
KEN,KEN_2_18,1,Nyandarua County,mVgMb1mDaDX,Datim
KEN,KEN_2_19,1,Nyeri County,IZOS05Z8QAL,Datim
KEN,KEN_2_25,1,Samburu County,nfKmgVvY7zs,Datim
