calendar_quarter,area_level,area_name,age_group,median,lower,upper
CY2008Q2,3,Mwanza,45-49,0.03628997310026155,0.028155368305496746,0.04497339349771461
CY2009Q2,3,Mwanza,15-19,0.1464957707814598,0.13473033351131167,0.158655083821958
CY2009Q2,3,Mwanza,20-24,0.23080195744985005,0.21435688895853924,0.24726314026776994
CY2009Q2,3,Mwanza,25-29,0.20766315751146297,0.19168956320806765,0.2241086982171371
CY2009Q2,3,Mwanza,30-34,0.1816325980056111,0.16644584069557145,0.19633108839950003
CY2009Q2,3,Mwanza,35-39,0.14989819737992768,0.13425961063651387,0.16557391908103364
CY2009Q2,3,Mwanza,40-44,0.08239246949821113,0.07051952742417901,0.09492736348002652
CY2009Q2,3,Mwanza,45-49,0.034579167216374065,0.02678797338643276,0.04280823499340717
CY2010Q2,3,Mwanza,15-19,0.14680340652221013,0.13493500344392004,0.15917236156738254
CY2010Q2,3,Mwanza,20-24,0.23093890922681665,0.2141198581866158,0.24842599148137454
CY2010Q2,3,Mwanza,25-29,0.20533263894481105,0.1892843563147214,0.22203234526049215
CY2010Q2,3,Mwanza,30-34,0.17567875910357633,0.16060153610083044,0.19076230942636646
CY2010Q2,3,Mwanza,35-39,0.14035078950873092,0.12536451163054663,0.15563200589118842
CY2010Q2,3,Mwanza,40-44,0.07609251255426963,0.06516073672363341,0.0875702262309327
CY2010Q2,3,Mwanza,45-49,0.03177475465768669,0.024643521911984188,0.03937631734625378
CY2011Q2,3,Mwanza,15-19,0.14606306898713262,0.1337903233847388,0.1594181475911853
CY2011Q2,3,Mwanza,20-24,0.22839208626925672,0.2110185281964145,0.2455999658916709
CY2011Q2,3,Mwanza,25-29,0.20062132134610489,0.1840238325789265,0.2183668735160468
CY2011Q2,3,Mwanza,30-34,0.16932779324548855,0.15431036921893504,0.1847658115983965
CY2011Q2,3,Mwanza,35-39,0.1324038470578785,0.11767238577135564,0.14756150055886635
CY2011Q2,3,Mwanza,40-44,0.07090053852252214,0.06078063874693803,0.08252767695525788
CY2011Q2,3,Mwanza,45-49,0.02987933671834374,0.023048048567041082,0.03724939695807998
CY2012Q2,3,Mwanza,15-19,0.1459250917505449,0.13295449196966921,0.15894124105728583
CY2012Q2,3,Mwanza,20-24,0.22711982497686417,0.2094784645698204,0.24549532171062322
CY2012Q2,3,Mwanza,25-29,0.19749317864285873,0.181213932882892,0.21482856133584355
CY2012Q2,3,Mwanza,30-34,0.1637385207289337,0.14850768641850928,0.17880098584677415
CY2012Q2,3,Mwanza,35-39,0.12681596603541934,0.1125656965690743,0.14157008750270605
CY2012Q2,3,Mwanza,40-44,0.06795244081279338,0.05791933499453196,0.07897476129471091
CY2012Q2,3,Mwanza,45-49,0.028738232477183476,0.022024419434574824,0.03575418025076931
CY2013Q2,3,Mwanza,15-19,0.13679494945878948,0.1244351545824843,0.14968485052123345
CY2013Q2,3,Mwanza,20-24,0.21196760994717584,0.19470523218149086,0.2296897444789396
CY2013Q2,3,Mwanza,25-29,0.18286354111985847,0.16688066999311935,0.20000349110697002
CY2013Q2,3,Mwanza,30-34,0.15149012219696106,0.13701433529143087,0.16584870617244646
CY2013Q2,3,Mwanza,35-39,0.11793719710489206,0.10435904368074263,0.13139559314097277
CY2013Q2,3,Mwanza,40-44,0.06273254421559696,0.05307236429576973,0.07269885425040994
CY2013Q2,3,Mwanza,45-49,0.02621293714284477,0.020192234596239304,0.032770072064861155
CY2014Q2,3,Mwanza,15-19,0.13678523301734838,0.12395755294433813,0.15000283277611293
CY2014Q2,3,Mwanza,20-24,0.2068536609159079,0.18908633848984352,0.22551339669091602
CY2014Q2,3,Mwanza,25-29,0.17642752140373757,0.1604314018681292,0.1931611831186147
CY2014Q2,3,Mwanza,30-34,0.14455877767794892,0.12996373430909808,0.1590377091802574
CY2014Q2,3,Mwanza,35-39,0.11062857363692188,0.09772625523195173,0.12408943845661712
CY2014Q2,3,Mwanza,40-44,0.05864043797337802,0.04944975721125672,0.0681176232648855
CY2014Q2,3,Mwanza,45-49,0.024427640477427126,0.018720878148890282,0.030521878030421546
CY2015Q2,3,Mwanza,15-19,0.1334474609216908,0.12039226231341225,0.146957534359735
CY2015Q2,3,Mwanza,20-24,0.19803656382527557,0.18008921174680226,0.2167116541680305
CY2015Q2,3,Mwanza,25-29,0.16817734055565967,0.15119879306989475,0.18498083699254786
CY2015Q2,3,Mwanza,30-34,0.13701283560234478,0.12288782445914763,0.15132247494566908
CY2015Q2,3,Mwanza,35-39,0.10450746654775547,0.09186432066723811,0.11750810750866812
CY2015Q2,3,Mwanza,40-44,0.05577933160330839,0.046902673661408725,0.06496075174068952
CY2015Q2,3,Mwanza,45-49,0.02329042436860699,0.01770042240230309,0.029205809892382858
CY2016Q2,3,Mwanza,15-19,0.13414560225001837,0.11722391828740478,0.15115131502672088
CY2016Q2,3,Mwanza,20-24,0.19946518400648644,0.17669130237113037,0.22309862288730467
CY2016Q2,3,Mwanza,25-29,0.1691338766633491,0.14861807924752754,0.19055914711797148
CY2016Q2,3,Mwanza,30-34,0.1371735887164231,0.12068111297045596,0.15465127486198404
CY2016Q2,3,Mwanza,35-39,0.10522522083047865,0.09018665160523534,0.11999973642591039
CY2016Q2,3,Mwanza,40-44,0.05644309632151305,0.046448637864669136,0.0670234914020923
CY2016Q2,3,Mwanza,45-49,0.023625443579964298,0.017664271333695983,0.030117555072358887
CY2017Q2,3,Mwanza,15-19,0.1367007098759683,0.11181046046778764,0.16266974120220368
CY2017Q2,3,Mwanza,20-24,0.20457126786033847,0.16985423369249836,0.240437835442335
CY2017Q2,3,Mwanza,25-29,0.17396878180517328,0.14438101001912124,0.20540694954001032
CY2017Q2,3,Mwanza,30-34,0.14204015959881972,0.11752179302006764,0.16728379698131352
CY2017Q2,3,Mwanza,35-39,0.10931735444646025,0.08885584989238954,0.1296625510358383
CY2017Q2,3,Mwanza,40-44,0.059009705352579656,0.04624678755214813,0.0725792979650006
CY2017Q2,3,Mwanza,45-49,0.02472653783838473,0.017671127997469904,0.03253153937229835
CY2018Q2,3,Mwanza,15-19,0.13940693863796355,0.11029217872671211,0.17137621891022753
CY2018Q2,3,Mwanza,20-24,0.21000647668263106,0.16816825482909345,0.25408543630594843
CY2018Q2,3,Mwanza,25-29,0.17852335547566972,0.14334181781875416,0.2175159065079173
CY2018Q2,3,Mwanza,30-34,0.14669204982338369,0.11704598416551219,0.17725848727783405
CY2018Q2,3,Mwanza,35-39,0.11262761420732756,0.08938651895880921,0.13729932207874643
CY2018Q2,3,Mwanza,40-44,0.06148413084691327,0.046420197773010256,0.07761714045911802
CY2018Q2,3,Mwanza,45-49,0.025968431113234436,0.01797039415553542,0.034552382990490495
CY2019Q2,3,Mwanza,15-19,0.14174426235217358,0.10824184312282979,0.17812326818302748
CY2019Q2,3,Mwanza,20-24,0.21323033166567007,0.1662438447390842,0.2646549045926155
CY2019Q2,3,Mwanza,25-29,0.18223622223786404,0.14235525285283118,0.2269978713495645
CY2019Q2,3,Mwanza,30-34,0.14911746265298007,0.11596481465248981,0.1861460490353412
CY2019Q2,3,Mwanza,35-39,0.11541715076882825,0.08920482836487575,0.14429699100560464
CY2019Q2,3,Mwanza,40-44,0.06326015106961766,0.046948959310467206,0.08158062635964457
CY2019Q2,3,Mwanza,45-49,0.027053697427437656,0.018299510751424733,0.03625452959826906
CY2020Q2,3,Mwanza,15-19,0.14208841399692868,0.10691281760002172,0.18265597422165894
CY2020Q2,3,Mwanza,20-24,0.21503379933205324,0.16467436235609045,0.272155652330454
CY2020Q2,3,Mwanza,25-29,0.1853089411811616,0.14120206988075734,0.23443209121486402
CY2020Q2,3,Mwanza,30-34,0.15092769811188436,0.11485083612870722,0.1928368572712862
CY2020Q2,3,Mwanza,35-39,0.11772559557836576,0.08893762069008333,0.14948062276657167
CY2020Q2,3,Mwanza,40-44,0.06506960286766791,0.04721706568274415,0.08461273425823154
CY2020Q2,3,Mwanza,45-49,0.027513927922696003,0.018314193420158248,0.037805932430044806
CY2000Q2,3,Thyolo,15-19,0.21042826450984667,0.19631219780786038,0.2252595526202779
CY2000Q2,3,Thyolo,20-24,0.30020000774138267,0.282419172675974,0.319306151970905
CY2000Q2,3,Thyolo,25-29,0.24720844596604585,0.23097168753129163,0.26393027500215616
CY2000Q2,3,Thyolo,30-34,0.19587405422773335,0.1811463163113802,0.21064212225101533
CY2000Q2,3,Thyolo,35-39,0.13771101180737666,0.12527423904537419,0.1506195210011568
CY2000Q2,3,Thyolo,40-44,0.08145879805707607,0.07055172183738039,0.09290514216332814
CY2000Q2,3,Thyolo,45-49,0.032205815495745665,0.025300588858497036,0.03997291459956355
CY2001Q2,3,Thyolo,15-19,0.1901892183892922,0.17667936735926268,0.20356149230058754
CY2001Q2,3,Thyolo,20-24,0.2670391092798662,0.2508119972020575,0.28391026935410557
CY2001Q2,3,Thyolo,25-29,0.2203347229800408,0.20532672812229608,0.23555404275445918
CY2001Q2,3,Thyolo,30-34,0.17744383982886064,0.16381676751963653,0.1915904785988236
CY2001Q2,3,Thyolo,35-39,0.12599265412832822,0.11441541232604183,0.13810292560856027
CY2001Q2,3,Thyolo,40-44,0.07416446854131216,0.0641884494527892,0.08459438473473765
CY2001Q2,3,Thyolo,45-49,0.02923592931968055,0.022819713673602353,0.03629843431130937
CY2002Q2,3,Thyolo,15-19,0.17250747604631067,0.16059087514478454,0.1849105953566707
CY2002Q2,3,Thyolo,20-24,0.2454495595842135,0.23062407997286827,0.2614085927237228
CY2002Q2,3,Thyolo,25-29,0.20601732135439277,0.1920990931264981,0.22046120741793124
CY2002Q2,3,Thyolo,30-34,0.16785275236790706,0.15519383258187794,0.18107537153317568
CY2002Q2,3,Thyolo,35-39,0.11933339881116703,0.10862180162472708,0.13073800787892212
CY2002Q2,3,Thyolo,40-44,0.06976439928046027,0.06051625629036885,0.07947954326887269
CY2002Q2,3,Thyolo,45-49,0.027189541040733727,0.021337203205309976,0.033930586094114014
CY2003Q2,3,Thyolo,15-19,0.2134921432329293,0.19887777008132335,0.22878625242988004
CY2003Q2,3,Thyolo,20-24,0.3019716267279734,0.28435236979454914,0.32101668438407516
CY2003Q2,3,Thyolo,25-29,0.2492725539759614,0.2327231567643967,0.2665074264679584
CY2003Q2,3,Thyolo,30-34,0.20095648114009843,0.1861094978048396,0.21630266949882154
CY2003Q2,3,Thyolo,35-39,0.1418889593962684,0.12911488616343383,0.1549084789649491
CY2003Q2,3,Thyolo,40-44,0.08099426666880566,0.07015895257701166,0.09216072437577871
CY2003Q2,3,Thyolo,45-49,0.031186963589858008,0.02456715913931727,0.038785942510050006
CY2004Q2,3,Thyolo,15-19,0.2110098042690273,0.1963987921431838,0.22654036073365807
CY2004Q2,3,Thyolo,20-24,0.29781629798000353,0.27966765289467904,0.31629577601980025
CY2004Q2,3,Thyolo,25-29,0.25155303919913574,0.23438205340028562,0.2688991376269958
CY2004Q2,3,Thyolo,30-34,0.20429365944961714,0.18927672163450365,0.2206172996346475
CY2004Q2,3,Thyolo,35-39,0.14556989352337074,0.132383017395072,0.15862484090564752
CY2004Q2,3,Thyolo,40-44,0.0812205845406746,0.07073978001131483,0.09247543486241953
CY2004Q2,3,Thyolo,45-49,0.031138428645411446,0.024456148046623015,0.03852327413036182
CY2005Q2,3,Thyolo,15-19,0.1974373537249938,0.18285730453483165,0.21271438953677432
CY2005Q2,3,Thyolo,20-24,0.275921383307995,0.2582624534118609,0.29388345499033025
CY2005Q2,3,Thyolo,25-29,0.23054255250099012,0.21390266012887427,0.24704863344162564
CY2005Q2,3,Thyolo,30-34,0.18698190237287932,0.17295613538355856,0.20226091780420122
CY2005Q2,3,Thyolo,35-39,0.13321282841609605,0.12069888403142537,0.14604224217688155
CY2005Q2,3,Thyolo,40-44,0.073748197709989,0.06378571710198436,0.08421687048434823
CY2005Q2,3,Thyolo,45-49,0.028344302128714347,0.022112215295101594,0.03510299566056849
CY2006Q2,3,Thyolo,15-19,0.1822409184243589,0.16959287427610842,0.19535631696278682
CY2006Q2,3,Thyolo,20-24,0.2527616546822033,0.2371434858307101,0.2681532248955155
CY2006Q2,3,Thyolo,25-29,0.21033732615783451,0.19614327741865006,0.22558933104520384
CY2006Q2,3,Thyolo,30-34,0.17250202508837126,0.1597063519132928,0.18589655762340612
CY2006Q2,3,Thyolo,35-39,0.1239292087392623,0.11290890101057131,0.13574322482536633
CY2006Q2,3,Thyolo,40-44,0.0686028800142628,0.05947549553022288,0.07831062666128241
CY2006Q2,3,Thyolo,45-49,0.026287449095708487,0.02051924268649848,0.0326998816481713
CY2007Q2,3,Thyolo,15-19,0.18372872101965265,0.1710467394663908,0.19709597045028263
CY2007Q2,3,Thyolo,20-24,0.25570376348474,0.24019164764981718,0.2725801341141976
CY2007Q2,3,Thyolo,25-29,0.21411126690002086,0.1998400651980118,0.22892851025609826
CY2007Q2,3,Thyolo,30-34,0.17600479772094443,0.16311504280592995,0.1892689271055518
