area_id,sex,age_group,calendar_quarter,art_current,art_new
MWI_4_31,both,Y015_999,CY2011Q3,8213,702
MWI_4_31,both,Y000_014,CY2011Q4,591,62
MWI_4_31,both,Y015_999,CY2011Q4,9253,970
MWI_4_31,both,Y000_014,CY2012Q1,650,75
MWI_4_31,both,Y015_999,CY2012Q1,10190,1175
MWI_4_31,both,Y000_014,CY2012Q2,707,62
MWI_4_31,both,Y015_999,CY2012Q2,11084,973
MWI_4_31,both,Y000_014,CY2012Q3,747,70
MWI_4_31,both,Y015_999,CY2012Q3,11706,1103
MWI_4_31,both,Y000_014,CY2012Q4,781,55
MWI_4_31,both,Y015_999,CY2012Q4,12239,859
MWI_4_31,both,Y000_014,CY2013Q1,805,59
MWI_4_31,both,Y015_999,CY2013Q1,12611,918
MWI_4_31,both,Y000_014,CY2013Q2,856,62
MWI_4_31,both,Y015_999,CY2013Q2,13413,977
MWI_4_31,both,Y000_014,CY2013Q3,880,53
MWI_4_31,both,Y015_999,CY2013Q3,13787,831
MWI_4_31,both,Y000_014,CY2013Q4,908,42
MWI_4_31,both,Y015_999,CY2013Q4,14223,664
MWI_4_31,both,Y000_014,CY2014Q1,970,58
MWI_4_31,both,Y015_999,CY2014Q1,15198,904
MWI_4_31,both,Y000_014,CY2014Q2,978,62
MWI_4_31,both,Y015_999,CY2014Q2,15315,977
MWI_4_31,both,Y000_014,CY2014Q3,1024,67
MWI_4_31,both,Y015_999,CY2014Q3,16045,1054
MWI_4_31,both,Y000_014,CY2014Q4,1066,68
MWI_4_31,both,Y015_999,CY2014Q4,16706,1059
MWI_4_31,both,Y000_014,CY2015Q1,1089,61
MWI_4_31,both,Y015_999,CY2015Q1,17055,957
MWI_4_31,both,Y000_014,CY2015Q2,1137,61
MWI_4_31,both,Y015_999,CY2015Q2,17815,960
MWI_4_31,both,Y000_014,CY2015Q3,1163,59
MWI_4_31,both,Y015_999,CY2015Q3,18224,925
MWI_4_31,both,Y000_014,CY2015Q4,1176,55
MWI_4_31,both,Y015_999,CY2015Q4,18416,859
MWI_4_31,both,Y000_014,CY2016Q1,1230,72
MWI_4_31,both,Y015_999,CY2016Q1,19271,1126
MWI_4_31,both,Y000_014,CY2016Q2,1257,68
MWI_4_31,both,Y015_999,CY2016Q2,19698,1071
MWI_4_31,both,Y000_014,CY2016Q3,1310,97
MWI_4_31,both,Y015_999,CY2016Q3,20530,1527
MWI_4_31,both,Y000_014,CY2016Q4,1380,68
MWI_4_31,both,Y015_999,CY2016Q4,21614,1058
MWI_4_31,both,Y000_014,CY2017Q1,1388,83
MWI_4_31,both,Y015_999,CY2017Q1,21742,1295
MWI_4_31,both,Y000_014,CY2017Q2,1454,81
MWI_4_31,both,Y015_999,CY2017Q2,22773,1267
MWI_4_31,both,Y000_014,CY2017Q3,1498,84
MWI_4_31,both,Y015_999,CY2017Q3,23467,1312
MWI_4_31,both,Y000_014,CY2017Q4,1531,73
MWI_4_31,both,Y015_999,CY2017Q4,23981,1136
MWI_4_31,both,Y000_014,CY2018Q1,1597,94
MWI_4_31,both,Y015_999,CY2018Q1,25023,1467
MWI_4_31,both,Y000_014,CY2018Q2,1663,81
MWI_4_31,both,Y015_999,CY2018Q2,26057,1277
MWI_4_31,both,Y000_014,CY2018Q3,1684,91
MWI_4_31,both,Y015_999,CY2018Q3,26382,1423
MWI_4_31,both,Y000_014,CY2018Q4,1719,78
MWI_4_31,both,Y015_999,CY2018Q4,26924,1214
MWI_4_28,both,Y000_014,CY2011Q1,1220,59
MWI_4_28,both,Y015_999,CY2011Q1,19120,922
MWI_4_28,both,Y000_014,CY2011Q2,1273,69
MWI_4_28,both,Y015_999,CY2011Q2,19942,1076
MWI_4_28,both,Y000_014,CY2011Q3,1322,63
MWI_4_28,both,Y015_999,CY2011Q3,20713,987
MWI_4_28,both,Y000_014,CY2011Q4,1471,164
MWI_4_28,both,Y015_999,CY2011Q4,23052,2563
MWI_4_28,both,Y000_014,CY2012Q1,1555,117
MWI_4_28,both,Y015_999,CY2012Q1,24361,1829
MWI_4_28,both,Y000_014,CY2012Q2,1633,95
MWI_4_28,both,Y015_999,CY2012Q2,25581,1492
MWI_4_28,both,Y000_014,CY2012Q3,1670,67
MWI_4_28,both,Y015_999,CY2012Q3,26157,1049
MWI_4_28,both,Y000_014,CY2012Q4,1706,62
MWI_4_28,both,Y015_999,CY2012Q4,26723,971
MWI_4_28,both,Y000_014,CY2013Q1,1745,58
MWI_4_28,both,Y015_999,CY2013Q1,27344,904
MWI_4_28,both,Y000_014,CY2013Q2,1786,68
MWI_4_28,both,Y015_999,CY2013Q2,27987,1072
MWI_4_28,both,Y000_014,CY2013Q3,1792,63
MWI_4_28,both,Y015_999,CY2013Q3,28073,990
MWI_4_28,both,Y000_014,CY2013Q4,1533,62
MWI_4_28,both,Y015_999,CY2013Q4,24016,974
MWI_4_28,both,Y000_014,CY2014Q1,1450,40
MWI_4_28,both,Y015_999,CY2014Q1,22710,626
MWI_4_28,both,Y000_014,CY2014Q2,1920,89
MWI_4_28,both,Y015_999,CY2014Q2,30086,1390
MWI_4_28,both,Y000_014,CY2014Q3,1938,84
MWI_4_28,both,Y015_999,CY2014Q3,30354,1319
MWI_4_28,both,Y000_014,CY2014Q4,2013,67
MWI_4_28,both,Y015_999,CY2014Q4,31535,1043
MWI_4_28,both,Y000_014,CY2015Q1,2043,66
MWI_4_28,both,Y015_999,CY2015Q1,32002,1040
MWI_4_28,both,Y000_014,CY2015Q2,2060,67
MWI_4_28,both,Y015_999,CY2015Q2,32277,1055
MWI_4_28,both,Y000_014,CY2015Q3,2095,54
MWI_4_28,both,Y015_999,CY2015Q3,32827,840
MWI_4_28,both,Y000_014,CY2015Q4,2062,56
MWI_4_28,both,Y015_999,CY2015Q4,32297,884
MWI_4_28,both,Y000_014,CY2016Q1,2134,55
MWI_4_28,both,Y015_999,CY2016Q1,33436,862
MWI_4_28,both,Y000_014,CY2016Q2,2149,53
MWI_4_28,both,Y015_999,CY2016Q2,33665,830
MWI_4_28,both,Y000_014,CY2016Q3,2204,92
MWI_4_28,both,Y015_999,CY2016Q3,34537,1441
MWI_4_28,both,Y000_014,CY2016Q4,2234,61
MWI_4_28,both,Y015_999,CY2016Q4,35001,949
MWI_4_28,both,Y000_014,CY2017Q1,2300,61
MWI_4_28,both,Y015_999,CY2017Q1,36029,951
MWI_4_28,both,Y000_014,CY2017Q2,2313,51
MWI_4_28,both,Y015_999,CY2017Q2,36244,798
MWI_4_28,both,Y000_014,CY2017Q3,2177,75
MWI_4_28,both,Y015_999,CY2017Q3,34105,1180
MWI_4_28,both,Y000_014,CY2017Q4,2335,54
MWI_4_28,both,Y015_999,CY2017Q4,36584,839
MWI_4_28,both,Y000_014,CY2018Q1,2324,54
MWI_4_28,both,Y015_999,CY2018Q1,36415,849
MWI_4_28,both,Y000_014,CY2018Q2,2368,57
MWI_4_28,both,Y015_999,CY2018Q2,37091,888
MWI_4_28,both,Y000_014,CY2018Q3,2377,50
MWI_4_28,both,Y015_999,CY2018Q3,37233,791
MWI_4_28,both,Y000_014,CY2018Q4,2374,44
MWI_4_28,both,Y015_999,CY2018Q4,37194,695
MWI_4_1,both,Y000_014,CY2011Q1,108,6
MWI_4_1,both,Y015_999,CY2011Q1,1697,100
MWI_4_1,both,Y000_014,CY2011Q2,113,6
MWI_4_1,both,Y015_999,CY2011Q2,1774,102
MWI_4_1,both,Y000_014,CY2011Q3,118,8
MWI_4_1,both,Y015_999,CY2011Q3,1843,118
MWI_4_1,both,Y000_014,CY2011Q4,127,9
MWI_4_1,both,Y015_999,CY2011Q4,1989,144
MWI_4_1,both,Y000_014,CY2012Q1,133,11
MWI_4_1,both,Y015_999,CY2012Q1,2080,166
MWI_4_1,both,Y000_014,CY2012Q2,145,10
MWI_4_1,both,Y015_999,CY2012Q2,2269,156
MWI_4_1,both,Y000_014,CY2012Q3,152,10
MWI_4_1,both,Y015_999,CY2012Q3,2387,162
MWI_4_1,both,Y000_014,CY2012Q4,160,8
MWI_4_1,both,Y015_999,CY2012Q4,2503,118
MWI_4_1,both,Y000_014,CY2013Q1,170,12
MWI_4_1,both,Y015_999,CY2013Q1,2663,181
MWI_4_1,both,Y000_014,CY2013Q2,179,10
MWI_4_1,both,Y015_999,CY2013Q2,2807,159
MWI_4_1,both,Y000_014,CY2013Q3,185,10
MWI_4_1,both,Y015_999,CY2013Q3,2903,156
MWI_4_1,both,Y000_014,CY2013Q4,194,9
MWI_4_1,both,Y015_999,CY2013Q4,3047,148
MWI_4_1,both,Y000_014,CY2014Q1,203,9
MWI_4_1,both,Y015_999,CY2014Q1,3187,140
MWI_4_1,both,Y000_014,CY2014Q2,212,10
MWI_4_1,both,Y015_999,CY2014Q2,3320,149
MWI_4_1,both,Y000_014,CY2014Q3,212,9
MWI_4_1,both,Y015_999,CY2014Q3,3324,149
MWI_4_1,both,Y000_014,CY2014Q4,219,9
MWI_4_1,both,Y015_999,CY2014Q4,3428,137
MWI_4_1,both,Y000_014,CY2015Q1,222,8
MWI_4_1,both,Y015_999,CY2015Q1,3483,120
MWI_4_1,both,Y000_014,CY2015Q2,241,10
MWI_4_1,both,Y015_999,CY2015Q2,3771,154
MWI_4_1,both,Y000_014,CY2015Q3,246,10
MWI_4_1,both,Y015_999,CY2015Q3,3855,152
MWI_4_1,both,Y000_014,CY2015Q4,256,9
MWI_4_1,both,Y015_999,CY2015Q4,4008,145
MWI_4_1,both,Y000_014,CY2016Q1,263,9
MWI_4_1,both,Y015_999,CY2016Q1,4123,135
MWI_4_1,both,Y000_014,CY2016Q2,274,10
MWI_4_1,both,Y015_999,CY2016Q2,4286,159
MWI_4_1,both,Y000_014,CY2016Q3,281,13
MWI_4_1,both,Y015_999,CY2016Q3,4403,202
MWI_4_1,both,Y000_014,CY2016Q4,290,9
MWI_4_1,both,Y015_999,CY2016Q4,4536,140
MWI_4_1,both,Y000_014,CY2017Q1,290,10
MWI_4_1,both,Y015_999,CY2017Q1,4544,159
MWI_4_1,both,Y000_014,CY2017Q2,269,10
MWI_4_1,both,Y015_999,CY2017Q2,4215,161
MWI_4_1,both,Y000_014,CY2017Q3,303,13
MWI_4_1,both,Y015_999,CY2017Q3,4748,211
MWI_4_1,both,Y000_014,CY2017Q4,299,10
MWI_4_1,both,Y015_999,CY2017Q4,4681,158
MWI_4_1,both,Y000_014,CY2018Q1,330,13
MWI_4_1,both,Y015_999,CY2018Q1,5163,197
MWI_4_1,both,Y000_014,CY2018Q2,339,11
MWI_4_1,both,Y015_999,CY2018Q2,5311,177
MWI_4_1,both,Y000_014,CY2018Q3,351,12
MWI_4_1,both,Y015_999,CY2018Q3,5507,180
MWI_4_1,both,Y000_014,CY2018Q4,358,9
MWI_4_1,both,Y015_999,CY2018Q4,5614,137
MWI_4_16,both,Y000_014,CY2011Q1,335,28
MWI_4_16,both,Y015_999,CY2011Q1,5255,432
MWI_4_16,both,Y000_014,CY2011Q2,356,25
MWI_4_16,both,Y015_999,CY2011Q2,5579,385
MWI_4_16,both,Y000_014,CY2011Q3,374,29
MWI_4_16,both,Y015_999,CY2011Q3,5853,454
MWI_4_16,both,Y000_014,CY2011Q4,420,44
MWI_4_16,both,Y015_999,CY2011Q4,6576,697
MWI_4_16,both,Y000_014,CY2012Q1,442,43
MWI_4_16,both,Y015_999,CY2012Q1,6928,679
MWI_4_16,both,Y000_014,CY2012Q2,450,24
MWI_4_16,both,Y015_999,CY2012Q2,7046,381
MWI_4_16,both,Y000_014,CY2012Q3,481,37
MWI_4_16,both,Y015_999,CY2012Q3,7531,586
MWI_4_16,both,Y000_014,CY2012Q4,510,33
MWI_4_16,both,Y015_999,CY2012Q4,7998,519
MWI_4_16,both,Y000_014,CY2013Q1,534,42
MWI_4_16,both,Y015_999,CY2013Q1,8359,661
MWI_4_16,both,Y000_014,CY2013Q2,560,38
MWI_4_16,both,Y015_999,CY2013Q2,8772,590
MWI_4_16,both,Y000_014,CY2013Q3,587,41
MWI_4_16,both,Y015_999,CY2013Q3,9190,640
MWI_4_16,both,Y000_014,CY2013Q4,600,35
MWI_4_16,both,Y015_999,CY2013Q4,9398,544
MWI_4_16,both,Y000_014,CY2014Q1,635,36
MWI_4_16,both,Y015_999,CY2014Q1,9947,561
MWI_4_16,both,Y000_014,CY2014Q2,660,41
MWI_4_16,both,Y015_999,CY2014Q2,10332,648
MWI_4_16,both,Y000_014,CY2014Q3,684,43
MWI_4_16,both,Y015_999,CY2014Q3,10717,671
MWI_4_16,both,Y000_014,CY2014Q4,711,37
MWI_4_16,both,Y015_999,CY2014Q4,11145,581
MWI_4_16,both,Y000_014,CY2015Q1,737,34
MWI_4_16,both,Y015_999,CY2015Q1,11541,530
MWI_4_16,both,Y000_014,CY2015Q2,751,38
MWI_4_16,both,Y015_999,CY2015Q2,11773,590
MWI_4_16,both,Y000_014,CY2015Q3,786,38
MWI_4_16,both,Y015_999,CY2015Q3,12319,588
MWI_4_16,both,Y000_014,CY2015Q4,799,35
MWI_4_16,both,Y015_999,CY2015Q4,12514,556
MWI_4_16,both,Y000_014,CY2016Q1,819,38
MWI_4_16,both,Y015_999,CY2016Q1,12827,598
MWI_4_16,both,Y000_014,CY2016Q2,851,45
MWI_4_16,both,Y015_999,CY2016Q2,13325,703
MWI_4_16,both,Y000_014,CY2016Q3,911,72
MWI_4_16,both,Y015_999,CY2016Q3,14271,1129
MWI_4_16,both,Y000_014,CY2016Q4,947,54
MWI_4_16,both,Y015_999,CY2016Q4,14832,844
MWI_4_16,both,Y000_014,CY2017Q1,993,64
MWI_4_16,both,Y015_999,CY2017Q1,15556,1000
MWI_4_16,both,Y000_014,CY2017Q2,1016,54
MWI_4_16,both,Y015_999,CY2017Q2,15924,847
MWI_4_16,both,Y000_014,CY2017Q3,1051,50
MWI_4_16,both,Y015_999,CY2017Q3,16467,776
MWI_4_16,both,Y000_014,CY2017Q4,1062,43
MWI_4_16,both,Y015_999,CY2017Q4,16637,679
MWI_4_16,both,Y000_014,CY2018Q1,1086,48
MWI_4_16,both,Y015_999,CY2018Q1,17021,754
MWI_4_16,both,Y000_014,CY2018Q2,1101,45
MWI_4_16,both,Y015_999,CY2018Q2,17255,703
MWI_4_16,both,Y000_014,CY2018Q3,1116,47
MWI_4_16,both,Y015_999,CY2018Q3,17479,733
MWI_4_16,both,Y000_014,CY2018Q4,1136,46
MWI_4_16,both,Y015_999,CY2018Q4,17796,715
MWI_4_11,both,Y000_014,CY2011Q1,355,16
MWI_4_11,both,Y015_999,CY2011Q1,5562,257
MWI_4_11,both,Y000_014,CY2011Q2,369,18
MWI_4_11,both,Y015_999,CY2011Q2,5779,286
MWI_4_11,both,Y000_014,CY2011Q3,377,19
MWI_4_11,both,Y015_999,CY2011Q3,5907,297
MWI_4_11,both,Y000_014,CY2011Q4,397,25
MWI_4_11,both,Y015_999,CY2011Q4,6213,386
MWI_4_11,both,Y000_014,CY2012Q1,414,30
MWI_4_11,both,Y015_999,CY2012Q1,6491,462
MWI_4_11,both,Y000_014,CY2012Q2,420,18
MWI_4_11,both,Y015_999,CY2012Q2,6582,275
MWI_4_11,both,Y000_014,CY2012Q3,431,22
MWI_4_11,both,Y015_999,CY2012Q3,6748,350
MWI_4_11,both,Y000_014,CY2012Q4,469,23
MWI_4_11,both,Y015_999,CY2012Q4,7354,359
MWI_4_11,both,Y000_014,CY2013Q1,472,21
MWI_4_11,both,Y015_999,CY2013Q1,7395,327
MWI_4_11,both,Y000_014,CY2013Q2,482,23
MWI_4_11,both,Y015_999,CY2013Q2,7553,358
MWI_4_11,both,Y000_014,CY2013Q3,502,23
MWI_4_11,both,Y015_999,CY2013Q3,7859,355
MWI_4_11,both,Y000_014,CY2013Q4,523,19
MWI_4_11,both,Y015_999,CY2013Q4,8195,301
MWI_4_11,both,Y000_014,CY2014Q1,533,20
MWI_4_11,both,Y015_999,CY2014Q1,8346,306
MWI_4_11,both,Y000_014,CY2014Q2,548,30
MWI_4_11,both,Y015_999,CY2014Q2,8586,478
MWI_4_11,both,Y000_014,CY2014Q3,564,25
MWI_4_11,both,Y015_999,CY2014Q3,8836,395
MWI_4_11,both,Y000_014,CY2014Q4,577,22
MWI_4_11,both,Y015_999,CY2014Q4,9032,348
MWI_4_11,both,Y000_014,CY2015Q1,589,22
MWI_4_11,both,Y015_999,CY2015Q1,9230,344
