area_id,sex,age_group,calendar_quarter,art_current,art_new
MWI_4_11,both,Y000_014,CY2015Q2,596,21
MWI_4_11,both,Y015_999,CY2015Q2,9343,325
MWI_4_11,both,Y000_014,CY2015Q3,601,17
MWI_4_11,both,Y015_999,CY2015Q3,9410,264
MWI_4_11,both,Y000_014,CY2015Q4,608,16
MWI_4_11,both,Y015_999,CY2015Q4,9532,248
MWI_4_11,both,Y000_014,CY2016Q1,632,21
MWI_4_11,both,Y015_999,CY2016Q1,9894,336
MWI_4_11,both,Y000_014,CY2016Q2,634,19
MWI_4_11,both,Y015_999,CY2016Q2,9931,298
MWI_4_11,both,Y000_014,CY2016Q3,668,37
MWI_4_11,both,Y015_999,CY2016Q3,10473,572
MWI_4_11,both,Y000_014,CY2016Q4,679,21
MWI_4_11,both,Y015_999,CY2016Q4,10641,332
MWI_4_11,both,Y000_014,CY2017Q1,689,25
MWI_4_11,both,Y015_999,CY2017Q1,10799,394
MWI_4_11,both,Y000_014,CY2017Q2,711,22
MWI_4_11,both,Y015_999,CY2017Q2,11137,345
MWI_4_11,both,Y000_014,CY2017Q3,721,24
MWI_4_11,both,Y015_999,CY2017Q3,11288,377
MWI_4_11,both,Y000_014,CY2017Q4,718,23
MWI_4_11,both,Y015_999,CY2017Q4,11243,360
MWI_4_11,both,Y000_014,CY2018Q1,737,27
MWI_4_11,both,Y015_999,CY2018Q1,11543,418
MWI_4_11,both,Y000_014,CY2018Q2,747,23
MWI_4_11,both,Y015_999,CY2018Q2,11703,356
MWI_4_11,both,Y000_014,CY2018Q3,755,25
MWI_4_11,both,Y015_999,CY2018Q3,11832,385
MWI_4_11,both,Y000_014,CY2018Q4,770,21
MWI_4_11,both,Y015_999,CY2018Q4,12064,327
MWI_4_2,both,Y000_014,CY2011Q1,293,23
MWI_4_2,both,Y015_999,CY2011Q1,4586,360
MWI_4_2,both,Y000_014,CY2011Q2,307,21
MWI_4_2,both,Y015_999,CY2011Q2,4803,327
MWI_4_2,both,Y000_014,CY2011Q3,326,26
MWI_4_2,both,Y015_999,CY2011Q3,5101,403
MWI_4_2,both,Y000_014,CY2011Q4,340,29
MWI_4_2,both,Y015_999,CY2011Q4,5333,448
MWI_4_2,both,Y000_014,CY2012Q1,376,42
MWI_4_2,both,Y015_999,CY2012Q1,5898,666
MWI_4_2,both,Y000_014,CY2012Q2,410,33
MWI_4_2,both,Y015_999,CY2012Q2,6422,510
MWI_4_2,both,Y000_014,CY2012Q3,428,37
MWI_4_2,both,Y015_999,CY2012Q3,6707,582
MWI_4_2,both,Y000_014,CY2012Q4,460,29
MWI_4_2,both,Y015_999,CY2012Q4,7214,449
MWI_4_2,both,Y000_014,CY2013Q1,480,31
MWI_4_2,both,Y015_999,CY2013Q1,7516,488
MWI_4_2,both,Y000_014,CY2013Q2,498,31
MWI_4_2,both,Y015_999,CY2013Q2,7795,479
MWI_4_2,both,Y000_014,CY2013Q3,508,24
MWI_4_2,both,Y015_999,CY2013Q3,7956,377
MWI_4_2,both,Y000_014,CY2013Q4,523,21
MWI_4_2,both,Y015_999,CY2013Q4,8191,337
MWI_4_2,both,Y000_014,CY2014Q1,537,27
MWI_4_2,both,Y015_999,CY2014Q1,8415,424
MWI_4_2,both,Y000_014,CY2014Q2,555,30
MWI_4_2,both,Y015_999,CY2014Q2,8687,467
MWI_4_2,both,Y000_014,CY2014Q3,551,29
MWI_4_2,both,Y015_999,CY2014Q3,8640,460
MWI_4_2,both,Y000_014,CY2014Q4,571,27
MWI_4_2,both,Y015_999,CY2014Q4,8940,427
MWI_4_2,both,Y000_014,CY2015Q1,590,33
MWI_4_2,both,Y015_999,CY2015Q1,9243,514
MWI_4_2,both,Y000_014,CY2015Q2,605,29
MWI_4_2,both,Y015_999,CY2015Q2,9479,449
MWI_4_2,both,Y000_014,CY2015Q3,646,29
MWI_4_2,both,Y015_999,CY2015Q3,10128,452
MWI_4_2,both,Y000_014,CY2015Q4,627,29
MWI_4_2,both,Y015_999,CY2015Q4,9828,459
MWI_4_2,both,Y000_014,CY2016Q1,663,29
MWI_4_2,both,Y015_999,CY2016Q1,10390,459
MWI_4_2,both,Y000_014,CY2016Q2,666,32
MWI_4_2,both,Y015_999,CY2016Q2,10434,494
MWI_4_2,both,Y000_014,CY2016Q3,705,45
MWI_4_2,both,Y015_999,CY2016Q3,11039,698
MWI_4_2,both,Y000_014,CY2016Q4,726,30
MWI_4_2,both,Y015_999,CY2016Q4,11370,474
MWI_4_2,both,Y000_014,CY2017Q1,662,30
MWI_4_2,both,Y015_999,CY2017Q1,10366,469
MWI_4_2,both,Y000_014,CY2017Q2,721,31
MWI_4_2,both,Y015_999,CY2017Q2,11299,486
MWI_4_2,both,Y000_014,CY2017Q3,745,35
MWI_4_2,both,Y015_999,CY2017Q3,11670,552
MWI_4_2,both,Y000_014,CY2017Q4,756,30
MWI_4_2,both,Y015_999,CY2017Q4,11845,469
MWI_4_2,both,Y000_014,CY2018Q1,792,35
MWI_4_2,both,Y015_999,CY2018Q1,12409,543
MWI_4_2,both,Y000_014,CY2018Q2,806,30
MWI_4_2,both,Y015_999,CY2018Q2,12623,472
MWI_4_2,both,Y000_014,CY2018Q3,831,30
MWI_4_2,both,Y015_999,CY2018Q3,13021,473
MWI_4_2,both,Y000_014,CY2018Q4,824,28
MWI_4_2,both,Y015_999,CY2018Q4,12916,438
MWI_4_9,both,Y000_014,CY2011Q1,324,26
MWI_4_9,both,Y015_999,CY2011Q1,5079,410
MWI_4_9,both,Y000_014,CY2011Q2,338,26
MWI_4_9,both,Y015_999,CY2011Q2,5301,402
MWI_4_9,both,Y000_014,CY2011Q3,358,27
MWI_4_9,both,Y015_999,CY2011Q3,5616,417
MWI_4_9,both,Y000_014,CY2011Q4,397,43
MWI_4_9,both,Y015_999,CY2011Q4,6216,678
MWI_4_9,both,Y000_014,CY2012Q1,417,34
MWI_4_9,both,Y015_999,CY2012Q1,6532,534
MWI_4_9,both,Y000_014,CY2012Q2,439,35
MWI_4_9,both,Y015_999,CY2012Q2,6870,545
MWI_4_9,both,Y000_014,CY2012Q3,462,35
MWI_4_9,both,Y015_999,CY2012Q3,7239,542
MWI_4_9,both,Y000_014,CY2012Q4,479,27
MWI_4_9,both,Y015_999,CY2012Q4,7512,422
MWI_4_9,both,Y000_014,CY2013Q1,506,32
MWI_4_9,both,Y015_999,CY2013Q1,7923,494
MWI_4_9,both,Y000_014,CY2013Q2,528,33
MWI_4_9,both,Y015_999,CY2013Q2,8269,516
MWI_4_9,both,Y000_014,CY2013Q3,562,31
MWI_4_9,both,Y015_999,CY2013Q3,8798,493
MWI_4_9,both,Y000_014,CY2013Q4,579,29
MWI_4_9,both,Y015_999,CY2013Q4,9074,455
MWI_4_9,both,Y000_014,CY2014Q1,617,32
MWI_4_9,both,Y015_999,CY2014Q1,9673,506
MWI_4_9,both,Y000_014,CY2014Q2,634,37
MWI_4_9,both,Y015_999,CY2014Q2,9931,582
MWI_4_9,both,Y000_014,CY2014Q3,658,33
MWI_4_9,both,Y015_999,CY2014Q3,10314,509
MWI_4_9,both,Y000_014,CY2014Q4,683,33
MWI_4_9,both,Y015_999,CY2014Q4,10698,520
MWI_4_9,both,Y000_014,CY2015Q1,709,34
MWI_4_9,both,Y015_999,CY2015Q1,11110,534
MWI_4_9,both,Y000_014,CY2015Q2,718,37
MWI_4_9,both,Y015_999,CY2015Q2,11250,583
MWI_4_9,both,Y000_014,CY2015Q3,743,40
MWI_4_9,both,Y015_999,CY2015Q3,11636,622
MWI_4_9,both,Y000_014,CY2015Q4,757,31
MWI_4_9,both,Y015_999,CY2015Q4,11862,483
MWI_4_9,both,Y000_014,CY2016Q1,782,33
MWI_4_9,both,Y015_999,CY2016Q1,12244,518
MWI_4_9,both,Y000_014,CY2016Q2,797,35
MWI_4_9,both,Y015_999,CY2016Q2,12482,553
MWI_4_9,both,Y000_014,CY2016Q3,826,48
MWI_4_9,both,Y015_999,CY2016Q3,12941,759
MWI_4_9,both,Y000_014,CY2016Q4,848,33
MWI_4_9,both,Y015_999,CY2016Q4,13278,517
MWI_4_9,both,Y000_014,CY2017Q1,864,44
MWI_4_9,both,Y015_999,CY2017Q1,13535,693
MWI_4_9,both,Y000_014,CY2017Q2,887,39
MWI_4_9,both,Y015_999,CY2017Q2,13890,604
MWI_4_9,both,Y000_014,CY2017Q3,918,43
MWI_4_9,both,Y015_999,CY2017Q3,14375,672
MWI_4_9,both,Y000_014,CY2017Q4,939,42
MWI_4_9,both,Y015_999,CY2017Q4,14711,652
MWI_4_9,both,Y000_014,CY2018Q1,970,48
MWI_4_9,both,Y015_999,CY2018Q1,15191,745
MWI_4_9,both,Y000_014,CY2018Q2,982,40
MWI_4_9,both,Y015_999,CY2018Q2,15391,624
MWI_4_9,both,Y000_014,CY2018Q3,1021,39
MWI_4_9,both,Y015_999,CY2018Q3,15991,617
MWI_4_9,both,Y000_014,CY2018Q4,1032,34
MWI_4_9,both,Y015_999,CY2018Q4,16168,540
MWI_4_7,both,Y000_014,CY2011Q1,12,1
MWI_4_7,both,Y015_999,CY2011Q1,187,13
MWI_4_7,both,Y000_014,CY2011Q2,13,0
MWI_4_7,both,Y015_999,CY2011Q2,199,8
MWI_4_7,both,Y000_014,CY2011Q3,14,2
MWI_4_7,both,Y015_999,CY2011Q3,215,24
MWI_4_7,both,Y000_014,CY2011Q4,14,2
MWI_4_7,both,Y015_999,CY2011Q4,221,24
MWI_4_7,both,Y000_014,CY2012Q1,17,2
MWI_4_7,both,Y015_999,CY2012Q1,268,28
MWI_4_7,both,Y000_014,CY2012Q2,18,1
MWI_4_7,both,Y015_999,CY2012Q2,280,18
MWI_4_7,both,Y000_014,CY2013Q1,19,1
MWI_4_7,both,Y015_999,CY2013Q1,296,12
MWI_4_7,both,Y000_014,CY2013Q3,20,1
MWI_4_7,both,Y015_999,CY2013Q3,315,15
MWI_4_7,both,Y000_014,CY2013Q4,23,2
MWI_4_7,both,Y015_999,CY2013Q4,364,24
MWI_4_7,both,Y000_014,CY2014Q1,24,1
MWI_4_7,both,Y015_999,CY2014Q1,370,10
MWI_4_7,both,Y000_014,CY2014Q2,23,1
MWI_4_7,both,Y015_999,CY2014Q2,368,16
MWI_4_7,both,Y000_014,CY2014Q3,24,1
MWI_4_7,both,Y015_999,CY2014Q3,378,23
MWI_4_7,both,Y000_014,CY2014Q4,24,1
MWI_4_7,both,Y015_999,CY2014Q4,384,13
MWI_4_7,both,Y000_014,CY2015Q1,26,1
MWI_4_7,both,Y015_999,CY2015Q1,400,14
MWI_4_7,both,Y000_014,CY2015Q2,26,1
MWI_4_7,both,Y015_999,CY2015Q2,413,16
MWI_4_7,both,Y000_014,CY2015Q3,27,1
MWI_4_7,both,Y015_999,CY2015Q3,424,21
MWI_4_7,both,Y000_014,CY2015Q4,28,2
MWI_4_7,both,Y015_999,CY2015Q4,435,24
MWI_4_7,both,Y000_014,CY2016Q1,30,1
MWI_4_7,both,Y015_999,CY2016Q1,463,18
MWI_4_7,both,Y000_014,CY2016Q2,31,1
MWI_4_7,both,Y015_999,CY2016Q2,479,15
MWI_4_7,both,Y000_014,CY2016Q3,32,2
MWI_4_7,both,Y015_999,CY2016Q3,497,32
MWI_4_7,both,Y000_014,CY2016Q4,33,2
MWI_4_7,both,Y015_999,CY2016Q4,520,26
MWI_4_7,both,Y000_014,CY2017Q1,35,2
MWI_4_7,both,Y015_999,CY2017Q1,551,27
MWI_4_7,both,Y000_014,CY2017Q2,36,1
MWI_4_7,both,Y015_999,CY2017Q2,570,20
MWI_4_7,both,Y000_014,CY2017Q3,37,1
MWI_4_7,both,Y015_999,CY2017Q3,575,19
MWI_4_7,both,Y000_014,CY2017Q4,37,1
MWI_4_7,both,Y015_999,CY2017Q4,577,15
MWI_4_7,both,Y000_014,CY2018Q1,38,1
MWI_4_7,both,Y015_999,CY2018Q1,601,21
MWI_4_7,both,Y000_014,CY2018Q2,39,1
MWI_4_7,both,Y015_999,CY2018Q2,604,19
MWI_4_7,both,Y000_014,CY2018Q3,39,1
MWI_4_7,both,Y015_999,CY2018Q3,613,20
MWI_4_7,both,Y000_014,CY2018Q4,40,2
MWI_4_7,both,Y015_999,CY2018Q4,634,25
MWI_4_15,both,Y000_014,CY2011Q1,382,28
MWI_4_15,both,Y015_999,CY2011Q1,5990,431
MWI_4_15,both,Y000_014,CY2011Q2,396,24
MWI_4_15,both,Y015_999,CY2011Q2,6208,382
MWI_4_15,both,Y000_014,CY2011Q3,445,37
MWI_4_15,both,Y015_999,CY2011Q3,6967,583
MWI_4_15,both,Y000_014,CY2011Q4,503,46
MWI_4_15,both,Y015_999,CY2011Q4,7873,728
MWI_4_15,both,Y000_014,CY2012Q1,525,43
MWI_4_15,both,Y015_999,CY2012Q1,8233,669
MWI_4_15,both,Y000_014,CY2012Q2,560,35
MWI_4_15,both,Y015_999,CY2012Q2,8766,551
MWI_4_15,both,Y000_014,CY2012Q3,590,38
MWI_4_15,both,Y015_999,CY2012Q3,9244,602
MWI_4_15,both,Y000_014,CY2012Q4,612,33
MWI_4_15,both,Y015_999,CY2012Q4,9583,509
MWI_4_15,both,Y000_014,CY2013Q1,645,42
MWI_4_15,both,Y015_999,CY2013Q1,10101,651
MWI_4_15,both,Y000_014,CY2013Q2,676,40
MWI_4_15,both,Y015_999,CY2013Q2,10596,625
MWI_4_15,both,Y000_014,CY2013Q3,692,37
MWI_4_15,both,Y015_999,CY2013Q3,10843,582
MWI_4_15,both,Y000_014,CY2013Q4,725,38
MWI_4_15,both,Y015_999,CY2013Q4,11366,601
MWI_4_15,both,Y000_014,CY2014Q1,775,42
MWI_4_15,both,Y015_999,CY2014Q1,12144,652
MWI_4_15,both,Y000_014,CY2014Q2,808,47
MWI_4_15,both,Y015_999,CY2014Q2,12659,733
MWI_4_15,both,Y000_014,CY2014Q3,832,50
MWI_4_15,both,Y015_999,CY2014Q3,13030,790
MWI_4_15,both,Y000_014,CY2014Q4,860,44
MWI_4_15,both,Y015_999,CY2014Q4,13470,694
MWI_4_15,both,Y000_014,CY2015Q1,889,45
MWI_4_15,both,Y015_999,CY2015Q1,13933,713
MWI_4_15,both,Y000_014,CY2015Q2,903,42
MWI_4_15,both,Y015_999,CY2015Q2,14140,662
MWI_4_15,both,Y000_014,CY2015Q3,936,40
MWI_4_15,both,Y015_999,CY2015Q3,14671,623
MWI_4_15,both,Y000_014,CY2015Q4,950,41
MWI_4_15,both,Y015_999,CY2015Q4,14885,648
MWI_4_15,both,Y000_014,CY2016Q1,990,52
MWI_4_15,both,Y015_999,CY2016Q1,15510,821
MWI_4_15,both,Y000_014,CY2016Q2,1041,50
MWI_4_15,both,Y015_999,CY2016Q2,16305,791
MWI_4_15,both,Y000_014,CY2016Q3,1107,72
MWI_4_15,both,Y015_999,CY2016Q3,17341,1134
MWI_4_15,both,Y000_014,CY2016Q4,1116,56
MWI_4_15,both,Y015_999,CY2016Q4,17489,874
MWI_4_15,both,Y000_014,CY2017Q1,1158,65
MWI_4_15,both,Y015_999,CY2017Q1,18140,1022
MWI_4_15,both,Y000_014,CY2017Q2,1196,60
MWI_4_15,both,Y015_999,CY2017Q2,18735,944
MWI_4_15,both,Y000_014,CY2017Q3,1230,58
MWI_4_15,both,Y015_999,CY2017Q3,19275,906
MWI_4_15,both,Y000_014,CY2017Q4,1282,55
MWI_4_15,both,Y015_999,CY2017Q4,20085,868
MWI_4_15,both,Y000_014,CY2018Q1,1314,64
MWI_4_15,both,Y015_999,CY2018Q1,20578,995
MWI_4_15,both,Y000_014,CY2018Q2,1343,56
MWI_4_15,both,Y015_999,CY2018Q2,21044,875
MWI_4_15,both,Y000_014,CY2018Q3,1337,55
MWI_4_15,both,Y015_999,CY2018Q3,20943,854
MWI_4_15,both,Y000_014,CY2018Q4,1381,57
MWI_4_15,both,Y015_999,CY2018Q4,21631,897
MWI_4_14,both,Y000_014,CY2011Q1,1925,139
MWI_4_14,both,Y015_999,CY2011Q1,30164,2172
MWI_4_14,both,Y000_014,CY2011Q2,2012,124
MWI_4_14,both,Y015_999,CY2011Q2,31523,1937
MWI_4_14,both,Y000_014,CY2011Q3,2134,178
MWI_4_14,both,Y015_999,CY2011Q3,33438,2796
MWI_4_14,both,Y000_014,CY2011Q4,2284,211
MWI_4_14,both,Y015_999,CY2011Q4,35781,3306
MWI_4_14,both,Y000_014,CY2012Q1,2398,195
MWI_4_14,both,Y015_999,CY2012Q1,37567,3054
MWI_4_14,both,Y000_014,CY2012Q2,2544,160
MWI_4_14,both,Y015_999,CY2012Q2,39863,2504
MWI_4_14,both,Y000_014,CY2012Q3,2586,168
MWI_4_14,both,Y015_999,CY2012Q3,40518,2637
MWI_4_14,both,Y000_014,CY2012Q4,2631,140
MWI_4_14,both,Y015_999,CY2012Q4,41211,2190
MWI_4_14,both,Y000_014,CY2013Q1,2732,176
MWI_4_14,both,Y015_999,CY2013Q1,42794,2758
MWI_4_14,both,Y000_014,CY2013Q2,2823,167
MWI_4_14,both,Y015_999,CY2013Q2,44235,2610
MWI_4_14,both,Y000_014,CY2013Q3,2933,157
MWI_4_14,both,Y015_999,CY2013Q3,45953,2466
MWI_4_14,both,Y000_014,CY2013Q4,2967,157
MWI_4_14,both,Y015_999,CY2013Q4,46481,2455
MWI_4_14,both,Y000_014,CY2014Q1,3048,164
MWI_4_14,both,Y015_999,CY2014Q1,47750,2564
MWI_4_14,both,Y000_014,CY2014Q2,3128,181
MWI_4_14,both,Y015_999,CY2014Q2,48998,2839
MWI_4_14,both,Y000_014,CY2014Q3,3243,197
MWI_4_14,both,Y015_999,CY2014Q3,50813,3080
MWI_4_14,both,Y000_014,CY2014Q4,3328,171
MWI_4_14,both,Y015_999,CY2014Q4,52141,2687
MWI_4_14,both,Y000_014,CY2015Q1,3435,176
MWI_4_14,both,Y015_999,CY2015Q1,53817,2752
MWI_4_14,both,Y000_014,CY2015Q2,3526,165
MWI_4_14,both,Y015_999,CY2015Q2,55248,2585
MWI_4_14,both,Y000_014,CY2015Q3,3608,153
MWI_4_14,both,Y015_999,CY2015Q3,56523,2402
MWI_4_14,both,Y000_014,CY2015Q4,3649,159
MWI_4_14,both,Y015_999,CY2015Q4,57161,2486
MWI_4_14,both,Y000_014,CY2016Q1,3739,198
MWI_4_14,both,Y015_999,CY2016Q1,58577,3099
MWI_4_14,both,Y000_014,CY2016Q2,3883,188
MWI_4_14,both,Y015_999,CY2016Q2,60838,2952
MWI_4_14,both,Y000_014,CY2016Q3,4018,263
MWI_4_14,both,Y015_999,CY2016Q3,62955,4114
MWI_4_14,both,Y000_014,CY2016Q4,4093,205
MWI_4_14,both,Y015_999,CY2016Q4,64127,3204
MWI_4_14,both,Y000_014,CY2017Q1,4149,234
MWI_4_14,both,Y015_999,CY2017Q1,64999,3662
MWI_4_14,both,Y000_014,CY2017Q2,4274,215
MWI_4_14,both,Y015_999,CY2017Q2,66964,3372
MWI_4_14,both,Y000_014,CY2017Q3,4376,206
MWI_4_14,both,Y015_999,CY2017Q3,68565,3222
MWI_4_14,both,Y000_014,CY2017Q4,4447,192
MWI_4_14,both,Y015_999,CY2017Q4,69666,3010
MWI_4_14,both,Y000_014,CY2018Q1,4525,219
MWI_4_14,both,Y015_999,CY2018Q1,70889,3428
MWI_4_14,both,Y000_014,CY2018Q2,4580,190
MWI_4_14,both,Y015_999,CY2018Q2,71749,2983
MWI_4_14,both,Y000_014,CY2018Q3,4630,189
MWI_4_14,both,Y015_999,CY2018Q3,72542,2959
MWI_4_14,both,Y000_014,CY2018Q4,4722,196
MWI_4_14,both,Y015_999,CY2018Q4,73982,3069
MWI_4_19,both,Y000_014,CY2011Q1,462,47
MWI_4_19,both,Y015_999,CY2011Q1,7244,736
MWI_4_19,both,Y000_014,CY2011Q2,486,48
MWI_4_19,both,Y015_999,CY2011Q2,7617,758
MWI_4_19,both,Y000_014,CY2011Q3,582,69
MWI_4_19,both,Y015_999,CY2011Q3,9113,1089
MWI_4_19,both,Y000_014,CY2011Q4,683,96
MWI_4_19,both,Y015_999,CY2011Q4,10693,1512
MWI_4_19,both,Y000_014,CY2012Q1,769,105
MWI_4_19,both,Y015_999,CY2012Q1,12046,1637
MWI_4_19,both,Y000_014,CY2012Q2,796,57
MWI_4_19,both,Y015_999,CY2012Q2,12473,900
MWI_4_19,both,Y000_014,CY2012Q3,854,82
MWI_4_19,both,Y015_999,CY2012Q3,13374,1280
MWI_4_19,both,Y000_014,CY2012Q4,872,58
MWI_4_19,both,Y015_999,CY2012Q4,13668,910
MWI_4_19,both,Y000_014,CY2013Q1,912,69
MWI_4_19,both,Y015_999,CY2013Q1,14293,1075
MWI_4_19,both,Y000_014,CY2013Q2,939,59
MWI_4_19,both,Y015_999,CY2013Q2,14717,928
MWI_4_19,both,Y000_014,CY2013Q3,975,64
MWI_4_19,both,Y015_999,CY2013Q3,15268,1000
MWI_4_19,both,Y000_014,CY2013Q4,993,55
MWI_4_19,both,Y015_999,CY2013Q4,15549,855
MWI_4_19,both,Y000_014,CY2014Q1,1036,62
MWI_4_19,both,Y015_999,CY2014Q1,16229,969
MWI_4_19,both,Y000_014,CY2014Q2,1094,66
MWI_4_19,both,Y015_999,CY2014Q2,17132,1033
MWI_4_19,both,Y000_014,CY2014Q3,1143,74
MWI_4_19,both,Y015_999,CY2014Q3,17902,1154
MWI_4_19,both,Y000_014,CY2014Q4,1151,68
MWI_4_19,both,Y015_999,CY2014Q4,18039,1058
MWI_4_19,both,Y000_014,CY2015Q1,1190,59
MWI_4_19,both,Y015_999,CY2015Q1,18645,918
MWI_4_19,both,Y000_014,CY2015Q2,1240,61
MWI_4_19,both,Y015_999,CY2015Q2,19428,955
MWI_4_19,both,Y000_014,CY2015Q3,1275,59
MWI_4_19,both,Y015_999,CY2015Q3,19972,928
MWI_4_19,both,Y000_014,CY2015Q4,1313,51
MWI_4_19,both,Y015_999,CY2015Q4,20575,806
MWI_4_19,both,Y000_014,CY2016Q1,1337,60
MWI_4_19,both,Y015_999,CY2016Q1,20946,943
MWI_4_19,both,Y000_014,CY2016Q2,1380,66
MWI_4_19,both,Y015_999,CY2016Q2,21625,1033
MWI_4_19,both,Y000_014,CY2016Q3,1421,91
MWI_4_19,both,Y015_999,CY2016Q3,22260,1427
MWI_4_19,both,Y000_014,CY2016Q4,1435,65
MWI_4_19,both,Y015_999,CY2016Q4,22484,1020
MWI_4_19,both,Y000_014,CY2017Q1,1497,80
MWI_4_19,both,Y015_999,CY2017Q1,23456,1260
MWI_4_19,both,Y000_014,CY2017Q2,1551,81
MWI_4_19,both,Y015_999,CY2017Q2,24294,1275
MWI_4_19,both,Y000_014,CY2017Q3,1666,90
MWI_4_19,both,Y015_999,CY2017Q3,26101,1416
MWI_4_19,both,Y000_014,CY2017Q4,1689,78
MWI_4_19,both,Y015_999,CY2017Q4,26461,1223
MWI_4_19,both,Y000_014,CY2018Q1,1773,100
MWI_4_19,both,Y015_999,CY2018Q1,27778,1574
MWI_4_19,both,Y000_014,CY2018Q2,1810,88
MWI_4_19,both,Y015_999,CY2018Q2,28358,1382
MWI_4_19,both,Y000_014,CY2018Q3,1820,75
MWI_4_19,both,Y015_999,CY2018Q3,28509,1183
MWI_4_19,both,Y000_014,CY2018Q4,1826,66
MWI_4_19,both,Y015_999,CY2018Q4,28602,1033
MWI_4_18,both,Y000_014,CY2011Q1,700,63
MWI_4_18,both,Y015_999,CY2011Q1,10964,990
MWI_4_18,both,Y000_014,CY2011Q2,744,76
MWI_4_18,both,Y015_999,CY2011Q2,11649,1185
MWI_4_18,both,Y000_014,CY2011Q3,834,99
MWI_4_18,both,Y015_999,CY2011Q3,13061,1550
MWI_4_18,both,Y000_014,CY2011Q4,913,108
MWI_4_18,both,Y015_999,CY2011Q4,14310,1693
MWI_4_18,both,Y000_014,CY2012Q1,1017,123
MWI_4_18,both,Y015_999,CY2012Q1,15939,1925
MWI_4_18,both,Y000_014,CY2012Q2,1092,83
MWI_4_18,both,Y015_999,CY2012Q2,17108,1300
MWI_4_18,both,Y000_014,CY2012Q3,1188,117
MWI_4_18,both,Y015_999,CY2012Q3,18617,1835
MWI_4_18,both,Y000_014,CY2012Q4,1224,92
MWI_4_18,both,Y015_999,CY2012Q4,19179,1443
MWI_4_18,both,Y000_014,CY2013Q1,1294,96
MWI_4_18,both,Y015_999,CY2013Q1,20265,1500
MWI_4_18,both,Y000_014,CY2013Q2,1349,102
MWI_4_18,both,Y015_999,CY2013Q2,21135,1603
MWI_4_18,both,Y000_014,CY2013Q3,1424,99
MWI_4_18,both,Y015_999,CY2013Q3,22310,1548
MWI_4_18,both,Y000_014,CY2013Q4,1474,88
MWI_4_18,both,Y015_999,CY2013Q4,23089,1382
MWI_4_18,both,Y000_014,CY2014Q1,1543,106
MWI_4_18,both,Y015_999,CY2014Q1,24168,1663
MWI_4_18,both,Y000_014,CY2014Q2,1628,123
MWI_4_18,both,Y015_999,CY2014Q2,25506,1929
MWI_4_18,both,Y000_014,CY2014Q3,1710,115
MWI_4_18,both,Y015_999,CY2014Q3,26791,1808
MWI_4_18,both,Y000_014,CY2014Q4,1779,98
MWI_4_18,both,Y015_999,CY2014Q4,27871,1535
MWI_4_18,both,Y000_014,CY2015Q1,1842,105
MWI_4_18,both,Y015_999,CY2015Q1,28863,1647
MWI_4_18,both,Y000_014,CY2015Q2,1934,107
MWI_4_18,both,Y015_999,CY2015Q2,30302,1683
MWI_4_18,both,Y000_014,CY2015Q3,1982,104
MWI_4_18,both,Y015_999,CY2015Q3,31049,1625
MWI_4_18,both,Y000_014,CY2015Q4,2020,118
MWI_4_18,both,Y015_999,CY2015Q4,31646,1845
MWI_4_18,both,Y000_014,CY2016Q1,2118,125
MWI_4_18,both,Y015_999,CY2016Q1,33175,1960
MWI_4_18,both,Y000_014,CY2016Q2,2227,138
MWI_4_18,both,Y015_999,CY2016Q2,34885,2163
MWI_4_18,both,Y000_014,CY2016Q3,2356,161
MWI_4_18,both,Y015_999,CY2016Q3,36911,2528
MWI_4_18,both,Y000_014,CY2016Q4,2422,132
MWI_4_18,both,Y015_999,CY2016Q4,37946,2069
MWI_4_18,both,Y000_014,CY2017Q1,2498,166
MWI_4_18,both,Y015_999,CY2017Q1,39128,2608
MWI_4_18,both,Y000_014,CY2017Q2,2606,157
MWI_4_18,both,Y015_999,CY2017Q2,40825,2454
MWI_4_18,both,Y000_014,CY2017Q3,2746,168
MWI_4_18,both,Y015_999,CY2017Q3,43021,2636
MWI_4_18,both,Y000_014,CY2017Q4,2852,151
MWI_4_18,both,Y015_999,CY2017Q4,44687,2359
MWI_4_18,both,Y000_014,CY2018Q1,2955,188
MWI_4_18,both,Y015_999,CY2018Q1,46288,2944
MWI_4_18,both,Y000_014,CY2018Q2,3057,165
MWI_4_18,both,Y015_999,CY2018Q2,47887,2582
MWI_4_18,both,Y000_014,CY2018Q3,3155,176
MWI_4_18,both,Y015_999,CY2018Q3,49431,2759
MWI_4_18,both,Y000_014,CY2018Q4,3168,146
MWI_4_18,both,Y015_999,CY2018Q4,49633,2284
MWI_4_13,both,Y000_014,CY2011Q1,295,22
MWI_4_13,both,Y015_999,CY2011Q1,4623,345
MWI_4_13,both,Y000_014,CY2011Q2,304,19
MWI_4_13,both,Y015_999,CY2011Q2,4766,292
MWI_4_13,both,Y000_014,CY2011Q3,334,31
MWI_4_13,both,Y015_999,CY2011Q3,5230,490
MWI_4_13,both,Y000_014,CY2011Q4,345,29
MWI_4_13,both,Y015_999,CY2011Q4,5405,451
MWI_4_13,both,Y000_014,CY2012Q1,372,36
MWI_4_13,both,Y015_999,CY2012Q1,5826,560
MWI_4_13,both,Y000_014,CY2012Q2,398,27
MWI_4_13,both,Y015_999,CY2012Q2,6230,430
MWI_4_13,both,Y000_014,CY2012Q3,424,34
