area_id,area_name,sex,age_group,year,calendar_quarter,art_current,art_current_adjusted,art_adjustment_factor,art_new,vl_tested_12mos,vl_suppressed_12mos
MWI_3_12_demo,Mchinji,both,Y015_999,2014,CY2014Q4,9752,9752,1,483,NA,NA
MWI_3_12_demo,Mchinji,both,Y015_999,2015,CY2015Q4,11165,11165,1,492,NA,NA
MWI_3_12_demo,Mchinji,both,Y015_999,2016,CY2016Q4,13222,13222,1,619,2361,1782
MWI_3_12_demo,Mchinji,both,Y015_999,2017,CY2017Q4,14541,14541,1,615,2445,2273
MWI_3_12_demo,Mchinji,both,Y015_999,2018,CY2018Q4,15841,15841,1,504,11515,10534
MWI_3_12_demo,Mchinji,both,Y015_999,2019,CY2019Q4,16337,16174,0.99,NA,8301,7957
MWI_3_12_demo,Mchinji,both,Y015_999,2020,CY2020Q4,17211,16867,0.98,NA,NA,NA
MWI_3_12_demo,Mchinji,both,Y015_999,2021,CY2021Q4,18636,18077,0.97,NA,NA,NA
MWI_3_12_demo,Mchinji,both,Y015_999,2022,CY2022Q4,19425,18648,0.96,NA,NA,NA
MWI_3_12_demo,Mchinji,both,Y015_999,2023,CY2023Q4,20445,19423,0.95,NA,NA,NA
MWI_3_13_demo,Lilongwe,both,Y000_014,2011,CY2011Q4,2787,2787,1,257,NA,NA
MWI_3_13_demo,Lilongwe,both,Y000_014,2012,CY2012Q4,3243,3243,1,173,NA,NA
MWI_3_13_demo,Lilongwe,both,Y000_014,2013,CY2013Q4,3692,3692,1,195,NA,NA
MWI_3_13_demo,Lilongwe,both,Y000_014,2014,CY2014Q4,4188,4188,1,215,NA,NA
MWI_3_13_demo,Lilongwe,both,Y000_014,2015,CY2015Q4,4599,4599,1,200,NA,NA
MWI_3_13_demo,Lilongwe,both,Y000_014,2016,CY2016Q4,5209,5209,1,261,910,522
MWI_3_13_demo,Lilongwe,both,Y000_014,2017,CY2017Q4,5729,5729,1,247,808,528
MWI_3_13_demo,Lilongwe,both,Y000_014,2018,CY2018Q4,6103,6103,1,253,4659,3206
MWI_3_13_demo,Lilongwe,both,Y000_014,2019,CY2019Q4,6364,6364,1,NA,3374,2565
MWI_3_13_demo,Lilongwe,both,Y000_014,2020,CY2020Q4,6678,6678,1,NA,NA,NA
MWI_3_13_demo,Lilongwe,both,Y000_014,2021,CY2021Q4,6919,6919,1,NA,NA,NA
MWI_3_13_demo,Lilongwe,both,Y000_014,2022,CY2022Q4,7154,7154,1,NA,NA,NA
MWI_3_13_demo,Lilongwe,both,Y000_014,2023,CY2023Q4,7265,7265,1,NA,NA,NA
MWI_3_13_demo,Lilongwe,both,Y015_999,2011,CY2011Q4,43654,43654,1,4034,NA,NA
MWI_3_13_demo,Lilongwe,both,Y015_999,2012,CY2012Q4,50794,50794,1,2699,NA,NA
MWI_3_13_demo,Lilongwe,both,Y015_999,2013,CY2013Q4,57847,57847,1,3056,NA,NA
MWI_3_13_demo,Lilongwe,both,Y015_999,2014,CY2014Q4,65611,65611,1,3381,NA,NA
MWI_3_13_demo,Lilongwe,both,Y015_999,2015,CY2015Q4,72046,72046,1,3134,NA,NA
MWI_3_13_demo,Lilongwe,both,Y015_999,2016,CY2016Q4,81616,81616,1,4078,8321,8118
MWI_3_13_demo,Lilongwe,both,Y015_999,2017,CY2017Q4,89751,89751,1,3878,10858,10027
MWI_3_13_demo,Lilongwe,both,Y015_999,2018,CY2018Q4,95613,95613,1,3966,73505,66577
MWI_3_13_demo,Lilongwe,both,Y015_999,2019,CY2019Q4,100704,99697,0.99,NA,58515,55559
MWI_3_13_demo,Lilongwe,both,Y015_999,2020,CY2020Q4,106755,104620,0.98,NA,NA,NA
MWI_3_13_demo,Lilongwe,both,Y015_999,2021,CY2021Q4,111749,108397,0.97,NA,NA,NA
MWI_3_13_demo,Lilongwe,both,Y015_999,2022,CY2022Q4,116754,112084,0.96,NA,NA,NA
MWI_3_13_demo,Lilongwe,both,Y015_999,2023,CY2023Q4,119808,113818,0.95,NA,NA,NA
MWI_3_14_demo,Dedza,both,Y000_014,2011,CY2011Q4,420,420,1,44,NA,NA
MWI_3_14_demo,Dedza,both,Y000_014,2012,CY2012Q4,510,510,1,33,NA,NA
MWI_3_14_demo,Dedza,both,Y000_014,2013,CY2013Q4,600,600,1,35,NA,NA
MWI_3_14_demo,Dedza,both,Y000_014,2014,CY2014Q4,711,711,1,37,NA,NA
MWI_3_14_demo,Dedza,both,Y000_014,2015,CY2015Q4,799,799,1,35,NA,NA
MWI_3_14_demo,Dedza,both,Y000_014,2016,CY2016Q4,947,947,1,54,121,54
MWI_3_14_demo,Dedza,both,Y000_014,2017,CY2017Q4,1062,1062,1,43,158,98
MWI_3_14_demo,Dedza,both,Y000_014,2018,CY2018Q4,1136,1136,1,46,926,544
MWI_3_14_demo,Dedza,both,Y000_014,2019,CY2019Q4,1173,1173,1,NA,653,453
MWI_3_14_demo,Dedza,both,Y000_014,2020,CY2020Q4,1220,1220,1,NA,NA,NA
MWI_3_14_demo,Dedza,both,Y000_014,2021,CY2021Q4,1257,1257,1,NA,NA,NA
MWI_3_14_demo,Dedza,both,Y000_014,2022,CY2022Q4,1315,1315,1,NA,NA,NA
MWI_3_14_demo,Dedza,both,Y000_014,2023,CY2023Q4,1360,1360,1,NA,NA,NA
MWI_3_14_demo,Dedza,both,Y015_999,2011,CY2011Q4,6576,6576,1,697,NA,NA
MWI_3_14_demo,Dedza,both,Y015_999,2012,CY2012Q4,7998,7998,1,519,NA,NA
MWI_3_14_demo,Dedza,both,Y015_999,2013,CY2013Q4,9398,9398,1,544,NA,NA
MWI_3_14_demo,Dedza,both,Y015_999,2014,CY2014Q4,11145,11145,1,581,NA,NA
MWI_3_14_demo,Dedza,both,Y015_999,2015,CY2015Q4,12514,12514,1,556,NA,NA
MWI_3_14_demo,Dedza,both,Y015_999,2016,CY2016Q4,14832,14832,1,844,1583,1282
MWI_3_14_demo,Dedza,both,Y015_999,2017,CY2017Q4,16637,16637,1,679,1842,1624
MWI_3_14_demo,Dedza,both,Y015_999,2018,CY2018Q4,17796,17796,1,715,13793,12479
MWI_3_14_demo,Dedza,both,Y015_999,2019,CY2019Q4,18556,18370,0.99,NA,11345,10699
MWI_3_14_demo,Dedza,both,Y015_999,2020,CY2020Q4,19509,19119,0.98,NA,NA,NA
MWI_3_14_demo,Dedza,both,Y015_999,2021,CY2021Q4,20308,19699,0.97,NA,NA,NA
MWI_3_14_demo,Dedza,both,Y015_999,2022,CY2022Q4,21460,20602,0.96,NA,NA,NA
MWI_3_14_demo,Dedza,both,Y015_999,2023,CY2023Q4,22436,21314,0.95,NA,NA,NA
MWI_3_15_demo,Ntcheu,both,Y000_014,2011,CY2011Q4,555,555,1,66,NA,NA
MWI_3_15_demo,Ntcheu,both,Y000_014,2012,CY2012Q4,730,730,1,46,NA,NA
MWI_3_15_demo,Ntcheu,both,Y000_014,2013,CY2013Q4,872,872,1,42,NA,NA
MWI_3_15_demo,Ntcheu,both,Y000_014,2014,CY2014Q4,999,999,1,50,NA,NA
MWI_3_15_demo,Ntcheu,both,Y000_014,2015,CY2015Q4,1100,1100,1,51,NA,NA
MWI_3_15_demo,Ntcheu,both,Y000_014,2016,CY2016Q4,1317,1317,1,60,164,75
MWI_3_15_demo,Ntcheu,both,Y000_014,2017,CY2017Q4,1455,1455,1,46,244,137
MWI_3_15_demo,Ntcheu,both,Y000_014,2018,CY2018Q4,1575,1575,1,46,1300,775
MWI_3_15_demo,Ntcheu,both,Y000_014,2019,CY2019Q4,1655,1655,1,NA,1071,796
MWI_3_15_demo,Ntcheu,both,Y000_014,2020,CY2020Q4,1707,1707,1,NA,NA,NA
MWI_3_15_demo,Ntcheu,both,Y000_014,2021,CY2021Q4,1794,1794,1,NA,NA,NA
MWI_3_15_demo,Ntcheu,both,Y000_014,2022,CY2022Q4,1880,1880,1,NA,NA,NA
MWI_3_15_demo,Ntcheu,both,Y000_014,2023,CY2023Q4,1930,1930,1,NA,NA,NA
MWI_3_15_demo,Ntcheu,both,Y015_999,2011,CY2011Q4,8700,8700,1,1035,NA,NA
MWI_3_15_demo,Ntcheu,both,Y015_999,2012,CY2012Q4,11435,11435,1,717,NA,NA
MWI_3_15_demo,Ntcheu,both,Y015_999,2013,CY2013Q4,13658,13658,1,661,NA,NA
MWI_3_15_demo,Ntcheu,both,Y015_999,2014,CY2014Q4,15652,15652,1,786,NA,NA
MWI_3_15_demo,Ntcheu,both,Y015_999,2015,CY2015Q4,17241,17241,1,796,NA,NA
MWI_3_15_demo,Ntcheu,both,Y015_999,2016,CY2016Q4,20626,20626,1,934,2156,1738
MWI_3_15_demo,Ntcheu,both,Y015_999,2017,CY2017Q4,22793,22793,1,728,2813,2601
MWI_3_15_demo,Ntcheu,both,Y015_999,2018,CY2018Q4,24670,24670,1,717,18267,16672
MWI_3_15_demo,Ntcheu,both,Y015_999,2019,CY2019Q4,26194,25932,0.99,NA,17661,16756
MWI_3_15_demo,Ntcheu,both,Y015_999,2020,CY2020Q4,27285,26739,0.98,NA,NA,NA
MWI_3_15_demo,Ntcheu,both,Y015_999,2021,CY2021Q4,28982,28113,0.97,NA,NA,NA
MWI_3_15_demo,Ntcheu,both,Y015_999,2022,CY2022Q4,30689,29461,0.96,NA,NA,NA
MWI_3_15_demo,Ntcheu,both,Y015_999,2023,CY2023Q4,31832,30240,0.95,NA,NA,NA
MWI_3_16_demo,Mangochi,both,Y000_014,2011,CY2011Q4,913,913,1,108,NA,NA
MWI_3_16_demo,Mangochi,both,Y000_014,2012,CY2012Q4,1224,1224,1,92,NA,NA
MWI_3_16_demo,Mangochi,both,Y000_014,2013,CY2013Q4,1474,1474,1,88,NA,NA
MWI_3_16_demo,Mangochi,both,Y000_014,2014,CY2014Q4,1779,1779,1,98,NA,NA
MWI_3_16_demo,Mangochi,both,Y000_014,2015,CY2015Q4,2020,2020,1,118,NA,NA
MWI_3_16_demo,Mangochi,both,Y000_014,2016,CY2016Q4,2422,2422,1,132,510,262
MWI_3_16_demo,Mangochi,both,Y000_014,2017,CY2017Q4,2852,2852,1,151,852,434
MWI_3_16_demo,Mangochi,both,Y000_014,2018,CY2018Q4,3168,3168,1,146,2809,1409
MWI_3_16_demo,Mangochi,both,Y000_014,2019,CY2019Q4,3105,3105,1,NA,2248,1591
MWI_3_16_demo,Mangochi,both,Y000_014,2020,CY2020Q4,3302,3302,1,NA,NA,NA
MWI_3_16_demo,Mangochi,both,Y000_014,2021,CY2021Q4,3451,3451,1,NA,NA,NA
MWI_3_16_demo,Mangochi,both,Y000_014,2022,CY2022Q4,3622,3622,1,NA,NA,NA
MWI_3_16_demo,Mangochi,both,Y000_014,2023,CY2023Q4,3763,3763,1,NA,NA,NA
MWI_3_16_demo,Mangochi,both,Y015_999,2011,CY2011Q4,14310,14310,1,1693,NA,NA
MWI_3_16_demo,Mangochi,both,Y015_999,2012,CY2012Q4,19179,19179,1,1443,NA,NA
MWI_3_16_demo,Mangochi,both,Y015_999,2013,CY2013Q4,23089,23089,1,1382,NA,NA
MWI_3_16_demo,Mangochi,both,Y015_999,2014,CY2014Q4,27871,27871,1,1535,NA,NA
MWI_3_16_demo,Mangochi,both,Y015_999,2015,CY2015Q4,31646,31646,1,1845,NA,NA
MWI_3_16_demo,Mangochi,both,Y015_999,2016,CY2016Q4,37946,37946,1,2069,5322,4239
MWI_3_16_demo,Mangochi,both,Y015_999,2017,CY2017Q4,44687,44687,1,2359,6502,5736
MWI_3_16_demo,Mangochi,both,Y015_999,2018,CY2018Q4,49633,49633,1,2284,30646,26878
MWI_3_16_demo,Mangochi,both,Y015_999,2019,CY2019Q4,49143,48652,0.99,NA,27902,26024
MWI_3_16_demo,Mangochi,both,Y015_999,2020,CY2020Q4,52789,51733,0.98,NA,NA,NA
MWI_3_16_demo,Mangochi,both,Y015_999,2021,CY2021Q4,55731,54059,0.97,NA,NA,NA
MWI_3_16_demo,Mangochi,both,Y015_999,2022,CY2022Q4,59115,56750,0.96,NA,NA,NA
MWI_3_16_demo,Mangochi,both,Y015_999,2023,CY2023Q4,62052,58949,0.95,NA,NA,NA
MWI_3_17_demo,Machinga,both,Y000_014,2011,CY2011Q4,683,683,1,96,NA,NA
MWI_3_17_demo,Machinga,both,Y000_014,2012,CY2012Q4,872,872,1,58,NA,NA
MWI_3_17_demo,Machinga,both,Y000_014,2013,CY2013Q4,993,993,1,55,NA,NA
MWI_3_17_demo,Machinga,both,Y000_014,2014,CY2014Q4,1151,1151,1,68,NA,NA
MWI_3_17_demo,Machinga,both,Y000_014,2015,CY2015Q4,1313,1313,1,51,NA,NA
MWI_3_17_demo,Machinga,both,Y000_014,2016,CY2016Q4,1435,1435,1,65,283,149
MWI_3_17_demo,Machinga,both,Y000_014,2017,CY2017Q4,1689,1689,1,78,283,158
MWI_3_17_demo,Machinga,both,Y000_014,2018,CY2018Q4,1826,1826,1,66,1727,1004
MWI_3_17_demo,Machinga,both,Y000_014,2019,CY2019Q4,1888,1888,1,NA,1568,1139
MWI_3_17_demo,Machinga,both,Y000_014,2020,CY2020Q4,1912,1912,1,NA,NA,NA
MWI_3_17_demo,Machinga,both,Y000_014,2021,CY2021Q4,1945,1945,1,NA,NA,NA
MWI_3_17_demo,Machinga,both,Y000_014,2022,CY2022Q4,1998,1998,1,NA,NA,NA
MWI_3_17_demo,Machinga,both,Y000_014,2023,CY2023Q4,2030,2030,1,NA,NA,NA
MWI_3_17_demo,Machinga,both,Y015_999,2011,CY2011Q4,10693,10693,1,1512,NA,NA
MWI_3_17_demo,Machinga,both,Y015_999,2012,CY2012Q4,13668,13668,1,910,NA,NA
MWI_3_17_demo,Machinga,both,Y015_999,2013,CY2013Q4,15549,15549,1,855,NA,NA
MWI_3_17_demo,Machinga,both,Y015_999,2014,CY2014Q4,18039,18039,1,1058,NA,NA
MWI_3_17_demo,Machinga,both,Y015_999,2015,CY2015Q4,20575,20575,1,806,NA,NA
MWI_3_17_demo,Machinga,both,Y015_999,2016,CY2016Q4,22484,22484,1,1020,3135,3010
MWI_3_17_demo,Machinga,both,Y015_999,2017,CY2017Q4,26461,26461,1,1223,2793,2565
MWI_3_17_demo,Machinga,both,Y015_999,2018,CY2018Q4,28602,28602,1,1033,22011,19907
MWI_3_17_demo,Machinga,both,Y015_999,2019,CY2019Q4,29885,29586,0.99,NA,21015,19919
MWI_3_17_demo,Machinga,both,Y015_999,2020,CY2020Q4,30559,29948,0.98,NA,NA,NA
MWI_3_17_demo,Machinga,both,Y015_999,2021,CY2021Q4,31406,30464,0.97,NA,NA,NA
MWI_3_17_demo,Machinga,both,Y015_999,2022,CY2022Q4,32608,31304,0.96,NA,NA,NA
MWI_3_17_demo,Machinga,both,Y015_999,2023,CY2023Q4,33473,31799,0.95,NA,NA,NA
MWI_3_18_demo,Balaka,both,Y000_014,2011,CY2011Q4,464,464,1,60,NA,NA
MWI_3_18_demo,Balaka,both,Y000_014,2012,CY2012Q4,603,603,1,42,NA,NA
MWI_3_18_demo,Balaka,both,Y000_014,2013,CY2013Q4,726,726,1,32,NA,NA
MWI_3_18_demo,Balaka,both,Y000_014,2014,CY2014Q4,862,862,1,45,NA,NA
MWI_3_18_demo,Balaka,both,Y000_014,2015,CY2015Q4,973,973,1,34,NA,NA
MWI_3_18_demo,Balaka,both,Y000_014,2016,CY2016Q4,1100,1100,1,42,165,85
MWI_3_18_demo,Balaka,both,Y000_014,2017,CY2017Q4,1199,1199,1,48,218,124
MWI_3_18_demo,Balaka,both,Y000_014,2018,CY2018Q4,1259,1259,1,34,1192,703
MWI_3_18_demo,Balaka,both,Y000_014,2019,CY2019Q4,1308,1308,1,NA,1041,755
MWI_3_18_demo,Balaka,both,Y000_014,2020,CY2020Q4,1350,1350,1,NA,NA,NA
MWI_3_18_demo,Balaka,both,Y000_014,2021,CY2021Q4,1382,1382,1,NA,NA,NA
MWI_3_18_demo,Balaka,both,Y000_014,2022,CY2022Q4,1408,1408,1,NA,NA,NA
MWI_3_18_demo,Balaka,both,Y000_014,2023,CY2023Q4,1429,1429,1,NA,NA,NA
MWI_3_18_demo,Balaka,both,Y015_999,2011,CY2011Q4,7271,7271,1,935,NA,NA
MWI_3_18_demo,Balaka,both,Y015_999,2012,CY2012Q4,9452,9452,1,664,NA,NA
MWI_3_18_demo,Balaka,both,Y015_999,2013,CY2013Q4,11369,11369,1,498,NA,NA
MWI_3_18_demo,Balaka,both,Y015_999,2014,CY2014Q4,13512,13512,1,699,NA,NA
MWI_3_18_demo,Balaka,both,Y015_999,2015,CY2015Q4,15248,15248,1,540,NA,NA
MWI_3_18_demo,Balaka,both,Y015_999,2016,CY2016Q4,17230,17230,1,660,2332,2037
MWI_3_18_demo,Balaka,both,Y015_999,2017,CY2017Q4,18784,18784,1,748,2052,1856
MWI_3_18_demo,Balaka,both,Y015_999,2018,CY2018Q4,19723,19723,1,530,12789,11486
MWI_3_18_demo,Balaka,both,Y015_999,2019,CY2019Q4,20696,20489,0.99,NA,13331,12326
MWI_3_18_demo,Balaka,both,Y015_999,2020,CY2020Q4,21583,21151,0.98,NA,NA,NA
MWI_3_18_demo,Balaka,both,Y015_999,2021,CY2021Q4,22318,21648,0.97,NA,NA,NA
MWI_3_18_demo,Balaka,both,Y015_999,2022,CY2022Q4,22985,22066,0.96,NA,NA,NA
MWI_3_18_demo,Balaka,both,Y015_999,2023,CY2023Q4,23569,22391,0.95,NA,NA,NA
MWI_3_19_demo,Zomba,both,Y000_014,2011,CY2011Q4,1360,1360,1,141,NA,NA
MWI_3_19_demo,Zomba,both,Y000_014,2012,CY2012Q4,1616,1616,1,95,NA,NA
MWI_3_19_demo,Zomba,both,Y000_014,2013,CY2013Q4,1867,1867,1,87,NA,NA
MWI_3_19_demo,Zomba,both,Y000_014,2014,CY2014Q4,2204,2204,1,102,NA,NA
MWI_3_19_demo,Zomba,both,Y000_014,2015,CY2015Q4,2410,2410,1,95,NA,NA
MWI_3_19_demo,Zomba,both,Y000_014,2016,CY2016Q4,2739,2739,1,109,408,232
MWI_3_19_demo,Zomba,both,Y000_014,2017,CY2017Q4,3031,3031,1,147,436,278
MWI_3_19_demo,Zomba,both,Y000_014,2018,CY2018Q4,3182,3182,1,111,2902,1671
MWI_3_19_demo,Zomba,both,Y000_014,2019,CY2019Q4,3405,3405,1,NA,2362,1808
MWI_3_19_demo,Zomba,both,Y000_014,2020,CY2020Q4,3484,3484,1,NA,NA,NA
MWI_3_19_demo,Zomba,both,Y000_014,2021,CY2021Q4,3786,3786,1,NA,NA,NA
MWI_3_19_demo,Zomba,both,Y000_014,2022,CY2022Q4,3916,3916,1,NA,NA,NA
MWI_3_19_demo,Zomba,both,Y000_014,2023,CY2023Q4,4045,4045,1,NA,NA,NA
MWI_3_19_demo,Zomba,both,Y015_999,2011,CY2011Q4,21300,21300,1,2212,NA,NA
MWI_3_19_demo,Zomba,both,Y015_999,2012,CY2012Q4,25312,25312,1,1483,NA,NA
MWI_3_19_demo,Zomba,both,Y015_999,2013,CY2013Q4,29260,29260,1,1364,NA,NA
MWI_3_19_demo,Zomba,both,Y015_999,2014,CY2014Q4,34515,34515,1,1598,NA,NA
MWI_3_19_demo,Zomba,both,Y015_999,2015,CY2015Q4,37757,37757,1,1473,NA,NA
MWI_3_19_demo,Zomba,both,Y015_999,2016,CY2016Q4,42920,42920,1,1702,5333,5424
MWI_3_19_demo,Zomba,both,Y015_999,2017,CY2017Q4,47487,47487,1,2307,4987,4594
MWI_3_19_demo,Zomba,both,Y015_999,2018,CY2018Q4,49851,49851,1,1743,39125,35015
MWI_3_19_demo,Zomba,both,Y015_999,2019,CY2019Q4,53876,53337,0.99,NA,37243,35679
MWI_3_19_demo,Zomba,both,Y015_999,2020,CY2020Q4,55698,54584,0.98,NA,NA,NA
MWI_3_19_demo,Zomba,both,Y015_999,2021,CY2021Q4,61142,59308,0.97,NA,NA,NA
MWI_3_19_demo,Zomba,both,Y015_999,2022,CY2022Q4,63903,61347,0.96,NA,NA,NA
MWI_3_19_demo,Zomba,both,Y015_999,2023,CY2023Q4,66709,63374,0.95,NA,NA,NA
MWI_3_1_demo,Chitipa,both,Y000_014,2011,CY2011Q4,127,127,1,9,NA,NA
MWI_3_1_demo,Chitipa,both,Y000_014,2012,CY2012Q4,160,160,1,8,NA,NA
MWI_3_1_demo,Chitipa,both,Y000_014,2013,CY2013Q4,194,194,1,9,NA,NA
MWI_3_1_demo,Chitipa,both,Y000_014,2014,CY2014Q4,219,219,1,9,NA,NA
MWI_3_1_demo,Chitipa,both,Y000_014,2015,CY2015Q4,256,256,1,9,NA,NA
MWI_3_1_demo,Chitipa,both,Y000_014,2016,CY2016Q4,290,290,1,9,27,18
MWI_3_1_demo,Chitipa,both,Y000_014,2017,CY2017Q4,299,299,1,10,26,21
