area_id,area_name,sex,age_group,year,calendar_quarter,art_current,art_current_adjusted,art_adjustment_factor,art_new,vl_tested_12mos,vl_suppressed_12mos
MWI_4_1_demo,Chitipa,both,Y015_999,2023,CY2023Q4,5934,5637,0.95,,,
MWI_4_10_demo,Ntchisi,both,Y000_014,2011,CY2011Q4,146,146,1,14,,
MWI_4_10_demo,Ntchisi,both,Y015_999,2011,CY2011Q4,2282,2282,1,219,,
MWI_4_10_demo,Ntchisi,both,Y000_014,2012,CY2012Q4,166,166,1,8,,
MWI_4_10_demo,Ntchisi,both,Y015_999,2012,CY2012Q4,2608,2608,1,133,,
MWI_4_10_demo,Ntchisi,both,Y000_014,2013,CY2013Q4,183,183,1,6,,
MWI_4_10_demo,Ntchisi,both,Y015_999,2013,CY2013Q4,2864,2864,1,86,,
MWI_4_10_demo,Ntchisi,both,Y000_014,2014,CY2014Q4,203,203,1,8,,
MWI_4_10_demo,Ntchisi,both,Y015_999,2014,CY2014Q4,3187,3187,1,131,,
MWI_4_10_demo,Ntchisi,both,Y000_014,2015,CY2015Q4,225,225,1,7,,
MWI_4_10_demo,Ntchisi,both,Y015_999,2015,CY2015Q4,3522,3522,1,111,,
MWI_4_10_demo,Ntchisi,both,Y000_014,2016,CY2016Q4,240,240,1,10,29,22
MWI_4_10_demo,Ntchisi,both,Y015_999,2016,CY2016Q4,3767,3767,1,162,413,449
MWI_4_10_demo,Ntchisi,both,Y000_014,2017,CY2017Q4,263,263,1,8,58,31
MWI_4_10_demo,Ntchisi,both,Y015_999,2017,CY2017Q4,4122,4122,1,119,691,625
MWI_4_10_demo,Ntchisi,both,Y000_014,2018,CY2018Q4,277,277,1,8,282,159
MWI_4_10_demo,Ntchisi,both,Y015_999,2018,CY2018Q4,4332,4332,1,131,3921,3558
MWI_4_10_demo,Ntchisi,both,Y000_014,2019,CY2019Q4,292,292,1,,246,189
MWI_4_10_demo,Ntchisi,both,Y015_999,2019,CY2019Q4,4618,4572,0.99,,4141,3919
MWI_4_10_demo,Ntchisi,both,Y000_014,2020,CY2020Q4,298,298,1,,,
MWI_4_10_demo,Ntchisi,both,Y015_999,2020,CY2020Q4,4757,4662,0.98,,,
MWI_4_10_demo,Ntchisi,both,Y000_014,2021,CY2021Q4,304,304,1,,,
MWI_4_10_demo,Ntchisi,both,Y015_999,2021,CY2021Q4,4909,4762,0.97,,,
MWI_4_10_demo,Ntchisi,both,Y000_014,2022,CY2022Q4,304,304,1,,,
MWI_4_10_demo,Ntchisi,both,Y015_999,2022,CY2022Q4,4953,4755,0.96,,,
MWI_4_10_demo,Ntchisi,both,Y000_014,2023,CY2023Q4,307,307,1,,,
MWI_4_10_demo,Ntchisi,both,Y015_999,2023,CY2023Q4,5064,4811,0.95,,,
MWI_4_11_demo,Dowa,both,Y000_014,2011,CY2011Q4,397,397,1,25,,
MWI_4_11_demo,Dowa,both,Y015_999,2011,CY2011Q4,6213,6213,1,386,,
MWI_4_11_demo,Dowa,both,Y000_014,2012,CY2012Q4,469,469,1,23,,
MWI_4_11_demo,Dowa,both,Y015_999,2012,CY2012Q4,7354,7354,1,359,,
MWI_4_11_demo,Dowa,both,Y000_014,2013,CY2013Q4,523,523,1,19,,
MWI_4_11_demo,Dowa,both,Y015_999,2013,CY2013Q4,8195,8195,1,301,,
MWI_4_11_demo,Dowa,both,Y000_014,2014,CY2014Q4,577,577,1,22,,
MWI_4_11_demo,Dowa,both,Y015_999,2014,CY2014Q4,9032,9032,1,348,,
MWI_4_11_demo,Dowa,both,Y000_014,2015,CY2015Q4,608,608,1,16,,
MWI_4_11_demo,Dowa,both,Y015_999,2015,CY2015Q4,9532,9532,1,248,,
MWI_4_11_demo,Dowa,both,Y000_014,2016,CY2016Q4,679,679,1,21,64,25
MWI_4_11_demo,Dowa,both,Y015_999,2016,CY2016Q4,10641,10641,1,332,751,767
MWI_4_11_demo,Dowa,both,Y000_014,2017,CY2017Q4,718,718,1,23,104,58
MWI_4_11_demo,Dowa,both,Y015_999,2017,CY2017Q4,11243,11243,1,360,1470,1332
MWI_4_11_demo,Dowa,both,Y000_014,2018,CY2018Q4,770,770,1,21,504,316
MWI_4_11_demo,Dowa,both,Y015_999,2018,CY2018Q4,12064,12064,1,327,8875,8142
MWI_4_11_demo,Dowa,both,Y000_014,2019,CY2019Q4,794,794,1,,545,402
MWI_4_11_demo,Dowa,both,Y015_999,2019,CY2019Q4,12559,12433,0.99,,9954,9514
MWI_4_11_demo,Dowa,both,Y000_014,2020,CY2020Q4,816,816,1,,,
MWI_4_11_demo,Dowa,both,Y015_999,2020,CY2020Q4,13040,12779,0.98,,,
MWI_4_11_demo,Dowa,both,Y000_014,2021,CY2021Q4,824,824,1,,,
MWI_4_11_demo,Dowa,both,Y015_999,2021,CY2021Q4,13312,12913,0.97,,,
MWI_4_11_demo,Dowa,both,Y000_014,2022,CY2022Q4,834,834,1,,,
MWI_4_11_demo,Dowa,both,Y015_999,2022,CY2022Q4,13615,13070,0.96,,,
MWI_4_11_demo,Dowa,both,Y000_014,2023,CY2023Q4,836,836,1,,,
MWI_4_11_demo,Dowa,both,Y015_999,2023,CY2023Q4,13795,13105,0.95,,,
MWI_4_12_demo,Salima,both,Y000_014,2011,CY2011Q4,390,390,1,51,,
MWI_4_12_demo,Salima,both,Y015_999,2011,CY2011Q4,6105,6105,1,798,,
MWI_4_12_demo,Salima,both,Y000_014,2012,CY2012Q4,478,478,1,30,,
MWI_4_12_demo,Salima,both,Y015_999,2012,CY2012Q4,7488,7488,1,463,,
MWI_4_12_demo,Salima,both,Y000_014,2013,CY2013Q4,542,542,1,23,,
MWI_4_12_demo,Salima,both,Y015_999,2013,CY2013Q4,8488,8488,1,366,,
MWI_4_12_demo,Salima,both,Y000_014,2014,CY2014Q4,638,638,1,31,,
MWI_4_12_demo,Salima,both,Y015_999,2014,CY2014Q4,9990,9990,1,490,,
MWI_4_12_demo,Salima,both,Y000_014,2015,CY2015Q4,714,714,1,29,,
MWI_4_12_demo,Salima,both,Y015_999,2015,CY2015Q4,11188,11188,1,452,,
MWI_4_12_demo,Salima,both,Y000_014,2016,CY2016Q4,823,823,1,38,142,76
MWI_4_12_demo,Salima,both,Y015_999,2016,CY2016Q4,12895,12895,1,598,1535,1451
MWI_4_12_demo,Salima,both,Y000_014,2017,CY2017Q4,920,920,1,39,235,125
MWI_4_12_demo,Salima,both,Y015_999,2017,CY2017Q4,14421,14421,1,619,2000,1821
MWI_4_12_demo,Salima,both,Y000_014,2018,CY2018Q4,976,976,1,35,978,534
MWI_4_12_demo,Salima,both,Y015_999,2018,CY2018Q4,15298,15298,1,552,11842,10714
MWI_4_12_demo,Salima,both,Y000_014,2019,CY2019Q4,1023,1023,1,,832,577
MWI_4_12_demo,Salima,both,Y015_999,2019,CY2019Q4,16192,16030,0.99,,10580,10056
MWI_4_12_demo,Salima,both,Y000_014,2020,CY2020Q4,1057,1057,1,,,
MWI_4_12_demo,Salima,both,Y015_999,2020,CY2020Q4,16903,16565,0.98,,,
MWI_4_12_demo,Salima,both,Y000_014,2021,CY2021Q4,1087,1087,1,,,
MWI_4_12_demo,Salima,both,Y015_999,2021,CY2021Q4,17558,17031,0.97,,,
MWI_4_12_demo,Salima,both,Y000_014,2022,CY2022Q4,1103,1103,1,,,
MWI_4_12_demo,Salima,both,Y015_999,2022,CY2022Q4,17998,17278,0.96,,,
MWI_4_12_demo,Salima,both,Y000_014,2023,CY2023Q4,1126,1126,1,,,
MWI_4_12_demo,Salima,both,Y015_999,2023,CY2023Q4,18571,17642,0.95,,,
MWI_4_13_demo,Mchinji,both,Y000_014,2011,CY2011Q4,345,345,1,29,,
MWI_4_13_demo,Mchinji,both,Y015_999,2011,CY2011Q4,5405,5405,1,451,,
MWI_4_13_demo,Mchinji,both,Y000_014,2012,CY2012Q4,444,444,1,27,,
MWI_4_13_demo,Mchinji,both,Y015_999,2012,CY2012Q4,6948,6948,1,422,,
MWI_4_13_demo,Mchinji,both,Y000_014,2013,CY2013Q4,533,533,1,26,,
MWI_4_13_demo,Mchinji,both,Y015_999,2013,CY2013Q4,8353,8353,1,414,,
MWI_4_13_demo,Mchinji,both,Y000_014,2014,CY2014Q4,622,622,1,31,,
MWI_4_13_demo,Mchinji,both,Y015_999,2014,CY2014Q4,9752,9752,1,483,,
MWI_4_13_demo,Mchinji,both,Y000_014,2015,CY2015Q4,713,713,1,31,,
MWI_4_13_demo,Mchinji,both,Y015_999,2015,CY2015Q4,11165,11165,1,492,,
MWI_4_13_demo,Mchinji,both,Y000_014,2016,CY2016Q4,844,844,1,40,156,92
MWI_4_13_demo,Mchinji,both,Y015_999,2016,CY2016Q4,13222,13222,1,619,2361,1782
MWI_4_13_demo,Mchinji,both,Y000_014,2017,CY2017Q4,928,928,1,39,196,126
MWI_4_13_demo,Mchinji,both,Y015_999,2017,CY2017Q4,14541,14541,1,615,2445,2273
MWI_4_13_demo,Mchinji,both,Y000_014,2018,CY2018Q4,1011,1011,1,32,790,507
MWI_4_13_demo,Mchinji,both,Y015_999,2018,CY2018Q4,15841,15841,1,504,11515,10534
MWI_4_13_demo,Mchinji,both,Y000_014,2019,CY2019Q4,1032,1032,1,,525,394
MWI_4_13_demo,Mchinji,both,Y015_999,2019,CY2019Q4,16337,16174,0.99,,8301,7957
MWI_4_13_demo,Mchinji,both,Y000_014,2020,CY2020Q4,1077,1077,1,,,
MWI_4_13_demo,Mchinji,both,Y015_999,2020,CY2020Q4,17211,16867,0.98,,,
MWI_4_13_demo,Mchinji,both,Y000_014,2021,CY2021Q4,1154,1154,1,,,
MWI_4_13_demo,Mchinji,both,Y015_999,2021,CY2021Q4,18636,18077,0.97,,,
MWI_4_13_demo,Mchinji,both,Y000_014,2022,CY2022Q4,1190,1190,1,,,
MWI_4_13_demo,Mchinji,both,Y015_999,2022,CY2022Q4,19425,18648,0.96,,,
MWI_4_13_demo,Mchinji,both,Y000_014,2023,CY2023Q4,1240,1240,1,,,
MWI_4_13_demo,Mchinji,both,Y015_999,2023,CY2023Q4,20445,19423,0.95,,,
MWI_4_14_demo,Lilongwe City,both,Y000_014,2011,CY2011Q4,2284,2284,1,211,,
MWI_4_14_demo,Lilongwe City,both,Y015_999,2011,CY2011Q4,35781,35781,1,3306,,
MWI_4_14_demo,Lilongwe City,both,Y000_014,2012,CY2012Q4,2631,2631,1,140,,
MWI_4_14_demo,Lilongwe City,both,Y015_999,2012,CY2012Q4,41211,41211,1,2190,,
MWI_4_14_demo,Lilongwe City,both,Y000_014,2013,CY2013Q4,2967,2967,1,157,,
MWI_4_14_demo,Lilongwe City,both,Y015_999,2013,CY2013Q4,46481,46481,1,2455,,
MWI_4_14_demo,Lilongwe City,both,Y000_014,2014,CY2014Q4,3328,3328,1,171,,
MWI_4_14_demo,Lilongwe City,both,Y015_999,2014,CY2014Q4,52141,52141,1,2687,,
MWI_4_14_demo,Lilongwe City,both,Y000_014,2015,CY2015Q4,3649,3649,1,159,,
MWI_4_14_demo,Lilongwe City,both,Y015_999,2015,CY2015Q4,57161,57161,1,2486,,
MWI_4_14_demo,Lilongwe City,both,Y000_014,2016,CY2016Q4,4093,4093,1,205,728,418
MWI_4_14_demo,Lilongwe City,both,Y015_999,2016,CY2016Q4,64127,64127,1,3204,6657,6494
MWI_4_14_demo,Lilongwe City,both,Y000_014,2017,CY2017Q4,4447,4447,1,192,646,422
MWI_4_14_demo,Lilongwe City,both,Y015_999,2017,CY2017Q4,69666,69666,1,3010,8687,8021
MWI_4_14_demo,Lilongwe City,both,Y000_014,2018,CY2018Q4,4722,4722,1,196,3727,2565
MWI_4_14_demo,Lilongwe City,both,Y015_999,2018,CY2018Q4,73982,73982,1,3069,58804,53261
MWI_4_14_demo,Lilongwe City,both,Y000_014,2019,CY2019Q4,4619,4619,1,,2699,2052
MWI_4_14_demo,Lilongwe City,both,Y015_999,2019,CY2019Q4,73088,72357,0.99,,46812,44447
MWI_4_14_demo,Lilongwe City,both,Y000_014,2020,CY2020Q4,4814,4814,1,,,
MWI_4_14_demo,Lilongwe City,both,Y015_999,2020,CY2020Q4,76951,75412,0.98,,,
MWI_4_14_demo,Lilongwe City,both,Y000_014,2021,CY2021Q4,4956,4956,1,,,
MWI_4_14_demo,Lilongwe City,both,Y015_999,2021,CY2021Q4,80048,77647,0.97,,,
MWI_4_14_demo,Lilongwe City,both,Y000_014,2022,CY2022Q4,5125,5125,1,,,
MWI_4_14_demo,Lilongwe City,both,Y015_999,2022,CY2022Q4,83642,80296,0.96,,,
MWI_4_14_demo,Lilongwe City,both,Y000_014,2023,CY2023Q4,5186,5186,1,,,
MWI_4_14_demo,Lilongwe City,both,Y015_999,2023,CY2023Q4,85528,81252,0.95,,,
MWI_4_15_demo,Lilongwe,both,Y000_014,2011,CY2011Q4,503,503,1,46,,
MWI_4_15_demo,Lilongwe,both,Y015_999,2011,CY2011Q4,7873,7873,1,728,,
MWI_4_15_demo,Lilongwe,both,Y000_014,2012,CY2012Q4,612,612,1,33,,
MWI_4_15_demo,Lilongwe,both,Y015_999,2012,CY2012Q4,9583,9583,1,509,,
MWI_4_15_demo,Lilongwe,both,Y000_014,2013,CY2013Q4,725,725,1,38,,
MWI_4_15_demo,Lilongwe,both,Y015_999,2013,CY2013Q4,11366,11366,1,601,,
MWI_4_15_demo,Lilongwe,both,Y000_014,2014,CY2014Q4,860,860,1,44,,
MWI_4_15_demo,Lilongwe,both,Y015_999,2014,CY2014Q4,13470,13470,1,694,,
MWI_4_15_demo,Lilongwe,both,Y000_014,2015,CY2015Q4,950,950,1,41,,
MWI_4_15_demo,Lilongwe,both,Y015_999,2015,CY2015Q4,14885,14885,1,648,,
MWI_4_15_demo,Lilongwe,both,Y000_014,2016,CY2016Q4,1116,1116,1,56,182,104
MWI_4_15_demo,Lilongwe,both,Y015_999,2016,CY2016Q4,17489,17489,1,874,1664,1624
MWI_4_15_demo,Lilongwe,both,Y000_014,2017,CY2017Q4,1282,1282,1,55,162,106
MWI_4_15_demo,Lilongwe,both,Y015_999,2017,CY2017Q4,20085,20085,1,868,2171,2006
MWI_4_15_demo,Lilongwe,both,Y000_014,2018,CY2018Q4,1381,1381,1,57,932,641
MWI_4_15_demo,Lilongwe,both,Y015_999,2018,CY2018Q4,21631,21631,1,897,14701,13316
MWI_4_15_demo,Lilongwe,both,Y000_014,2019,CY2019Q4,1745,1745,1,,675,513
MWI_4_15_demo,Lilongwe,both,Y015_999,2019,CY2019Q4,27616,27340,0.99,,11703,11112
MWI_4_15_demo,Lilongwe,both,Y000_014,2020,CY2020Q4,1864,1864,1,,,
MWI_4_15_demo,Lilongwe,both,Y015_999,2020,CY2020Q4,29804,29208,0.98,,,
MWI_4_15_demo,Lilongwe,both,Y000_014,2021,CY2021Q4,1963,1963,1,,,
MWI_4_15_demo,Lilongwe,both,Y015_999,2021,CY2021Q4,31701,30750,0.97,,,
MWI_4_15_demo,Lilongwe,both,Y000_014,2022,CY2022Q4,2029,2029,1,,,
MWI_4_15_demo,Lilongwe,both,Y015_999,2022,CY2022Q4,33113,31788,0.96,,,
MWI_4_15_demo,Lilongwe,both,Y000_014,2023,CY2023Q4,2079,2079,1,,,
MWI_4_15_demo,Lilongwe,both,Y015_999,2023,CY2023Q4,34280,32566,0.95,,,
MWI_4_16_demo,Dedza,both,Y000_014,2011,CY2011Q4,420,420,1,44,,
MWI_4_16_demo,Dedza,both,Y015_999,2011,CY2011Q4,6576,6576,1,697,,
MWI_4_16_demo,Dedza,both,Y000_014,2012,CY2012Q4,510,510,1,33,,
MWI_4_16_demo,Dedza,both,Y015_999,2012,CY2012Q4,7998,7998,1,519,,
MWI_4_16_demo,Dedza,both,Y000_014,2013,CY2013Q4,600,600,1,35,,
MWI_4_16_demo,Dedza,both,Y015_999,2013,CY2013Q4,9398,9398,1,544,,
MWI_4_16_demo,Dedza,both,Y000_014,2014,CY2014Q4,711,711,1,37,,
MWI_4_16_demo,Dedza,both,Y015_999,2014,CY2014Q4,11145,11145,1,581,,
MWI_4_16_demo,Dedza,both,Y000_014,2015,CY2015Q4,799,799,1,35,,
MWI_4_16_demo,Dedza,both,Y015_999,2015,CY2015Q4,12514,12514,1,556,,
MWI_4_16_demo,Dedza,both,Y000_014,2016,CY2016Q4,947,947,1,54,121,54
MWI_4_16_demo,Dedza,both,Y015_999,2016,CY2016Q4,14832,14832,1,844,1583,1282
MWI_4_16_demo,Dedza,both,Y000_014,2017,CY2017Q4,1062,1062,1,43,158,98
MWI_4_16_demo,Dedza,both,Y015_999,2017,CY2017Q4,16637,16637,1,679,1842,1624
MWI_4_16_demo,Dedza,both,Y000_014,2018,CY2018Q4,1136,1136,1,46,926,544
MWI_4_16_demo,Dedza,both,Y015_999,2018,CY2018Q4,17796,17796,1,715,13793,12479
MWI_4_16_demo,Dedza,both,Y000_014,2019,CY2019Q4,1173,1173,1,,653,453
MWI_4_16_demo,Dedza,both,Y015_999,2019,CY2019Q4,18556,18370,0.99,,11345,10699
MWI_4_16_demo,Dedza,both,Y000_014,2020,CY2020Q4,1220,1220,1,,,
MWI_4_16_demo,Dedza,both,Y015_999,2020,CY2020Q4,19509,19119,0.98,,,
MWI_4_16_demo,Dedza,both,Y000_014,2021,CY2021Q4,1257,1257,1,,,
MWI_4_16_demo,Dedza,both,Y015_999,2021,CY2021Q4,20308,19699,0.97,,,
MWI_4_16_demo,Dedza,both,Y000_014,2022,CY2022Q4,1315,1315,1,,,
MWI_4_16_demo,Dedza,both,Y015_999,2022,CY2022Q4,21460,20602,0.96,,,
MWI_4_16_demo,Dedza,both,Y000_014,2023,CY2023Q4,1360,1360,1,,,
MWI_4_16_demo,Dedza,both,Y015_999,2023,CY2023Q4,22436,21314,0.95,,,
MWI_4_17_demo,Ntcheu,both,Y000_014,2011,CY2011Q4,555,555,1,66,,
MWI_4_17_demo,Ntcheu,both,Y015_999,2011,CY2011Q4,8700,8700,1,1035,,
MWI_4_17_demo,Ntcheu,both,Y000_014,2012,CY2012Q4,730,730,1,46,,
MWI_4_17_demo,Ntcheu,both,Y015_999,2012,CY2012Q4,11435,11435,1,717,,
MWI_4_17_demo,Ntcheu,both,Y000_014,2013,CY2013Q4,872,872,1,42,,
MWI_4_17_demo,Ntcheu,both,Y015_999,2013,CY2013Q4,13658,13658,1,661,,
MWI_4_17_demo,Ntcheu,both,Y000_014,2014,CY2014Q4,999,999,1,50,,
MWI_4_17_demo,Ntcheu,both,Y015_999,2014,CY2014Q4,15652,15652,1,786,,
MWI_4_17_demo,Ntcheu,both,Y000_014,2015,CY2015Q4,1100,1100,1,51,,
MWI_4_17_demo,Ntcheu,both,Y015_999,2015,CY2015Q4,17241,17241,1,796,,
MWI_4_17_demo,Ntcheu,both,Y000_014,2016,CY2016Q4,1317,1317,1,60,164,75
MWI_4_17_demo,Ntcheu,both,Y015_999,2016,CY2016Q4,20626,20626,1,934,2156,1738
MWI_4_17_demo,Ntcheu,both,Y000_014,2017,CY2017Q4,1455,1455,1,46,244,137
MWI_4_17_demo,Ntcheu,both,Y015_999,2017,CY2017Q4,22793,22793,1,728,2813,2601
MWI_4_17_demo,Ntcheu,both,Y000_014,2018,CY2018Q4,1575,1575,1,46,1300,775
MWI_4_17_demo,Ntcheu,both,Y015_999,2018,CY2018Q4,24670,24670,1,717,18267,16672
MWI_4_17_demo,Ntcheu,both,Y000_014,2019,CY2019Q4,1655,1655,1,,1071,796
MWI_4_17_demo,Ntcheu,both,Y015_999,2019,CY2019Q4,26194,25932,0.99,,17661,16756
MWI_4_17_demo,Ntcheu,both,Y000_014,2020,CY2020Q4,1707,1707,1,,,
MWI_4_17_demo,Ntcheu,both,Y015_999,2020,CY2020Q4,27285,26739,0.98,,,
MWI_4_17_demo,Ntcheu,both,Y000_014,2021,CY2021Q4,1794,1794,1,,,
MWI_4_17_demo,Ntcheu,both,Y015_999,2021,CY2021Q4,28982,28113,0.97,,,
MWI_4_17_demo,Ntcheu,both,Y000_014,2022,CY2022Q4,1880,1880,1,,,
MWI_4_17_demo,Ntcheu,both,Y015_999,2022,CY2022Q4,30689,29461,0.96,,,
MWI_4_17_demo,Ntcheu,both,Y000_014,2023,CY2023Q4,1930,1930,1,,,
MWI_4_17_demo,Ntcheu,both,Y015_999,2023,CY2023Q4,31832,30240,0.95,,,
MWI_4_18_demo,Mangochi,both,Y000_014,2011,CY2011Q4,913,913,1,108,,
MWI_4_18_demo,Mangochi,both,Y015_999,2011,CY2011Q4,14310,14310,1,1693,,
MWI_4_18_demo,Mangochi,both,Y000_014,2012,CY2012Q4,1224,1224,1,92,,
MWI_4_18_demo,Mangochi,both,Y015_999,2012,CY2012Q4,19179,19179,1,1443,,
MWI_4_18_demo,Mangochi,both,Y000_014,2013,CY2013Q4,1474,1474,1,88,,
MWI_4_18_demo,Mangochi,both,Y015_999,2013,CY2013Q4,23089,23089,1,1382,,
MWI_4_18_demo,Mangochi,both,Y000_014,2014,CY2014Q4,1779,1779,1,98,,
MWI_4_18_demo,Mangochi,both,Y015_999,2014,CY2014Q4,27871,27871,1,1535,,
MWI_4_18_demo,Mangochi,both,Y000_014,2015,CY2015Q4,2020,2020,1,118,,
MWI_4_18_demo,Mangochi,both,Y015_999,2015,CY2015Q4,31646,31646,1,1845,,
MWI_4_18_demo,Mangochi,both,Y000_014,2016,CY2016Q4,2422,2422,1,132,510,262
MWI_4_18_demo,Mangochi,both,Y015_999,2016,CY2016Q4,37946,37946,1,2069,5322,4239
MWI_4_18_demo,Mangochi,both,Y000_014,2017,CY2017Q4,2852,2852,1,151,852,434
MWI_4_18_demo,Mangochi,both,Y015_999,2017,CY2017Q4,44687,44687,1,2359,6502,5736
MWI_4_18_demo,Mangochi,both,Y000_014,2018,CY2018Q4,3168,3168,1,146,2809,1409
MWI_4_18_demo,Mangochi,both,Y015_999,2018,CY2018Q4,49633,49633,1,2284,30646,26878
MWI_4_18_demo,Mangochi,both,Y000_014,2019,CY2019Q4,3105,3105,1,,2248,1591
MWI_4_18_demo,Mangochi,both,Y015_999,2019,CY2019Q4,49143,48652,0.99,,27902,26024
MWI_4_18_demo,Mangochi,both,Y000_014,2020,CY2020Q4,3302,3302,1,,,
MWI_4_18_demo,Mangochi,both,Y015_999,2020,CY2020Q4,52789,51733,0.98,,,
MWI_4_18_demo,Mangochi,both,Y000_014,2021,CY2021Q4,3451,3451,1,,,
MWI_4_18_demo,Mangochi,both,Y015_999,2021,CY2021Q4,55731,54059,0.97,,,
MWI_4_18_demo,Mangochi,both,Y000_014,2022,CY2022Q4,3622,3622,1,,,
MWI_4_18_demo,Mangochi,both,Y015_999,2022,CY2022Q4,59115,56750,0.96,,,
MWI_4_18_demo,Mangochi,both,Y000_014,2023,CY2023Q4,3763,3763,1,,,
MWI_4_18_demo,Mangochi,both,Y015_999,2023,CY2023Q4,62052,58949,0.95,,,
MWI_4_19_demo,Machinga,both,Y000_014,2011,CY2011Q4,683,683,1,96,,
MWI_4_19_demo,Machinga,both,Y015_999,2011,CY2011Q4,10693,10693,1,1512,,
MWI_4_19_demo,Machinga,both,Y000_014,2012,CY2012Q4,872,872,1,58,,
MWI_4_19_demo,Machinga,both,Y015_999,2012,CY2012Q4,13668,13668,1,910,,
MWI_4_19_demo,Machinga,both,Y000_014,2013,CY2013Q4,993,993,1,55,,
MWI_4_19_demo,Machinga,both,Y015_999,2013,CY2013Q4,15549,15549,1,855,,
MWI_4_19_demo,Machinga,both,Y000_014,2014,CY2014Q4,1151,1151,1,68,,
MWI_4_19_demo,Machinga,both,Y015_999,2014,CY2014Q4,18039,18039,1,1058,,
MWI_4_19_demo,Machinga,both,Y000_014,2015,CY2015Q4,1313,1313,1,51,,
MWI_4_19_demo,Machinga,both,Y015_999,2015,CY2015Q4,20575,20575,1,806,,
MWI_4_19_demo,Machinga,both,Y000_014,2016,CY2016Q4,1435,1435,1,65,283,149
MWI_4_19_demo,Machinga,both,Y015_999,2016,CY2016Q4,22484,22484,1,1020,3135,3010
MWI_4_19_demo,Machinga,both,Y000_014,2017,CY2017Q4,1689,1689,1,78,283,158
MWI_4_19_demo,Machinga,both,Y015_999,2017,CY2017Q4,26461,26461,1,1223,2793,2565
MWI_4_19_demo,Machinga,both,Y000_014,2018,CY2018Q4,1826,1826,1,66,1727,1004
MWI_4_19_demo,Machinga,both,Y015_999,2018,CY2018Q4,28602,28602,1,1033,22011,19907
MWI_4_19_demo,Machinga,both,Y000_014,2019,CY2019Q4,1888,1888,1,,1568,1139
MWI_4_19_demo,Machinga,both,Y015_999,2019,CY2019Q4,29885,29586,0.99,,21015,19919
MWI_4_19_demo,Machinga,both,Y000_014,2020,CY2020Q4,1912,1912,1,,,
MWI_4_19_demo,Machinga,both,Y015_999,2020,CY2020Q4,30559,29948,0.98,,,
MWI_4_19_demo,Machinga,both,Y000_014,2021,CY2021Q4,1945,1945,1,,,
MWI_4_19_demo,Machinga,both,Y015_999,2021,CY2021Q4,31406,30464,0.97,,,
MWI_4_19_demo,Machinga,both,Y000_014,2022,CY2022Q4,1998,1998,1,,,
MWI_4_19_demo,Machinga,both,Y015_999,2022,CY2022Q4,32608,31304,0.96,,,
MWI_4_19_demo,Machinga,both,Y000_014,2023,CY2023Q4,2030,2030,1,,,
